stock,minmax,BOP,TEMA,STDDEV,ULTOSC,TAN,COS,SUB,SIN
3443,min,-1.0,1258.646649675034,11.11695585678452,20.06544212972379,-26.281862026637363,-0.999456079850672,0.0,-0.9992769197510869
3443,max,1.0,1869.4699646074641,169.76824425099474,70.02896507785803,202.652284134967,0.9997328631037312,158.4604999999999,0.9999878252776168
