stock,minmax,BOP,TEMA,STDDEV,ULTOSC,TAN,COS,SUB,SIN
2049,min,-1.0,190.17342950418157,0.6554977237835402,25.809248191885274,-99.6715686360486,-0.9999902857071109,1.976300000000009,-0.9998242577254411
2049,max,1.0,233.58081645755405,7.128636454375876,65.71425299620023,53.33221630767636,0.9994663774534035,12.846399999999988,0.9999496737428673
