,ave
BOP,0.7643175733971753
CDLBELTHOLD,0.5288611031398951
CDLLONGLINE,0.5213820162370987
CDLCLOSINGMARUBOZU,0.4936393239915749
WILLR,0.45395472716360197
CCI,0.3986591191969138
CMO,0.3769065201980273
RSI,0.3769065201980272
CDLMARUBOZU,0.36252711729778264
MOM,0.3149570668029136
ROC,0.3121564761768309
ROCR,0.31215647617683084
ROCP,0.31215647617683084
ROCR100,0.31215647617683084
ULTOSC,0.2982742354440679
CDLENGULFING,0.26153752815664283
PLUS_DI,0.2275136495374034
CDL3INSIDE,0.1905064958862848
ADOSC,0.18751112369240824
SAR,0.1843047671387977
MINUS_DI,0.18424697912682783
CDLSEPARATINGLINES,0.1624694298365767
SQRT,0.16022755176427506
LN,0.1601082719754969
LOG10,0.16010827197549687
ATAN,0.16006026435384046
CEIL,0.1596543730973147
FLOOR,0.1594560271939626
SAREXT,0.1575029260599364
MINUS_DM,0.15324494275112635
SINH,0.14928562782490495
EXP,0.14928562782490495
COSH,0.14928562782490493
PLUS_DM,0.14829040371863408
MFI,0.14252567529263316
CDLHARAMI,0.1406521111011841
CDLSHORTLINE,0.13211756961574644
LINEARREG_INTERCEPT,0.12687620954647086
T3,0.12440865332539584
WMA,0.12415042117238159
HT_TRENDLINE,0.12365985975774696
KAMA,0.1196452648831098
EMA,0.11956264353733866
DEMA,0.11751117807795272
NATR,0.11680588425945253
TRIMA,0.11333285926154445
SMA,0.1130710096135844
SUM,0.1130710096135844
MA,0.1130710096135844
TEMA,0.10577275060661606
CDL3OUTSIDE,0.10435839779267368
TRIX,0.10381910238459784
BETA,0.1019686319682592
MIDPRICE,0.099836980261429
CDLINVERTEDHAMMER,0.09969727380240191
WCLPRICE,0.09937376215646013
AROONOSC,0.09162978478536218
OBV,0.08761457496280273
MIDPOINT,0.08687501992637439
LINEARREG,0.08092305255303751
MIN,0.07918149648255562
TYPPRICE,0.07866519428090124
AD,0.07395419457515748
TSF,0.07349682520283496
CDLSHOOTINGSTAR,0.07253951741852074
MAX,0.0723292580228238
CDLHANGINGMAN,0.06495972715021556
DX,0.05929020389243156
CDLSPINNINGTOP,0.05609345241797683
LINEARREG_ANGLE,0.05598931229755763
CDLDOJISTAR,0.055935967565675516
CDLHARAMICROSS,0.05471563580038704
LINEARREG_SLOPE,0.05078841182336335
APO,0.04428566348628134
PPO,0.04170761757008311
CDLHOMINGPIGEON,0.03882518917339612
ATR,0.0383575225049993
ADD,0.037069342729310756
MEDPRICE,0.037069342729310756
MULT,0.03646812882449584
CDLHAMMER,0.03629813382094604
AVGPRICE,0.03430537628488591
HT_DCPHASE,0.032104248968854
CDLHIGHWAVE,0.029739376289656616
SUB,0.028911259021059423
CDLTAKURI,0.02384155695620148
CDLDRAGONFLYDOJI,0.02305855611889182
DIV,0.0227192773429489
CDLLONGLEGGEDDOJI,0.019967410202368537
HT_DCPERIOD,0.01979318897111299
CDLHIKKAKE,0.01922182437324272
CDLDOJI,0.01887636065236306
ADXR,0.01880029069788256
ADX,0.015102776366402544
CDLRICKSHAWMAN,0.014276455732955873
MININDEX,0.013615782741090187
TRANGE,0.009823079519749664
STDDEV,0.009537942748888346
VAR,0.008376840103429189
CDLGRAVESTONEDOJI,0.0064734557368931476
CDLMATCHINGLOW,0.005951842029295218
CORREL,0.004526800778585601
SIN,0.0037574503309924195
MAXINDEX,0.0029888151170432984
HT_TRENDMODE,0.002524657216809991
COS,0.002107528059584535
TAN,0.002070725130102857
