,ave
BOP,0.7890243852550366
CDLLONGLINE,0.5256920509111771
CDLBELTHOLD,0.5212137452225184
CDLCLOSINGMARUBOZU,0.48597131863227255
WILLR,0.46978620137972815
CCI,0.41797064236510356
RSI,0.37901780747607927
CMO,0.37901780747607916
CDLMARUBOZU,0.3288094516920115
ULTOSC,0.32127346617500724
ROCR,0.30490606319506697
ROCR100,0.30490606319506697
ROC,0.3049060631950669
ROCP,0.3049060631950669
MOM,0.30212155790806905
PLUS_DI,0.242324746830119
CDLENGULFING,0.2350483413397963
MINUS_DM,0.2257445987857838
MINUS_DI,0.22230374686305845
ADOSC,0.22135410646251555
COSH,0.17870577199729248
EXP,0.1787057719972919
SINH,0.17870577199729132
NATR,0.1704470781149773
SAR,0.1675206412863892
MFI,0.16609088958928905
CDL3INSIDE,0.1657458621412916
SAREXT,0.15800814415540493
CDLSHORTLINE,0.13749689931534925
SQRT,0.13673012821196848
CEIL,0.13672267129749802
FLOOR,0.13669274567930326
LOG10,0.13568841143905705
LN,0.13568841143905702
ATAN,0.13381807965888376
CDL3OUTSIDE,0.13167550941159586
CDLHARAMI,0.130581298975999
PLUS_DM,0.12759767406997605
DX,0.12351326831540328
LINEARREG_INTERCEPT,0.12174272813838513
HT_TRENDLINE,0.12150727937985052
WMA,0.11614301014517577
EMA,0.11520055530707014
KAMA,0.11513707135529667
T3,0.11421858050818665
AROONOSC,0.11137098068347596
TRIMA,0.11123197248696294
SMA,0.10998581379645068
MA,0.10998581379645068
SUM,0.10998581379645067
DEMA,0.10692321487016888
AD,0.10169666507400313
TEMA,0.09495735547774153
MIDPRICE,0.0923636844383957
TRIX,0.08659043266233225
MIDPOINT,0.08211049006028621
WCLPRICE,0.08181236074150793
ATR,0.08088077519410132
CDLINVERTEDHAMMER,0.08052569224336183
TRANGE,0.07747378173909328
MAX,0.07572314970615995
BETA,0.07510790683431026
LINEARREG,0.07454439223488347
MIN,0.07400636618976557
OBV,0.07287973036135109
CDLSHOOTINGSTAR,0.07228250341688176
LINEARREG_ANGLE,0.06941564157744529
TSF,0.06771262156153969
CDLHANGINGMAN,0.06751668006638205
CDLSPINNINGTOP,0.06476841676681604
TYPPRICE,0.06292522141827954
CDLDOJISTAR,0.061337879732824674
LINEARREG_SLOPE,0.05962478739506054
CDLHARAMICROSS,0.05051411703421628
VAR,0.0415074597962292
CDLHAMMER,0.040379853921113006
STDDEV,0.03937204810168152
DIV,0.03263502465739645
CDLHIGHWAVE,0.03235284346610431
CDLHOMINGPIGEON,0.0311282499310397
MININDEX,0.03019371048156952
SUB,0.028204458250928953
CDLDOJI,0.026441154833716514
CDLLONGLEGGEDDOJI,0.025418109089986596
MEDPRICE,0.02511977871196349
ADD,0.02511977871196349
MULT,0.02457827198440408
HT_DCPHASE,0.02322424702393572
CDLHIKKAKE,0.022822035109392052
APO,0.022603630238587483
CDLDRAGONFLYDOJI,0.022314447495507258
AVGPRICE,0.021860671485323516
CDLTAKURI,0.021747151087917378
PPO,0.01798347927554333
MAXINDEX,0.015443156205707409
CDLRICKSHAWMAN,0.01514215481036132
ADXR,0.014296861897226542
HT_TRENDMODE,0.010711532228626346
CDLMATCHINGLOW,0.0059881004750632245
ADX,0.0057108533054989015
CDLGRAVESTONEDOJI,0.004242789896724467
HT_DCPERIOD,0.003334938212540733
TAN,0.0029346408237511503
COS,0.0009482140177907184
CORREL,0.0006060456446599751
SIN,0.0003082873341327326
