,ave
BOP,0.7937165464157121
CDLBELTHOLD,0.527123442655019
CDLLONGLINE,0.5248678319476516
CDLCLOSINGMARUBOZU,0.48938655723574326
WILLR,0.46237089462779524
CCI,0.4091604576482766
RSI,0.38930433039262174
CMO,0.38930433039262174
CDLMARUBOZU,0.34882670532642185
ROCP,0.2996089010022074
ROCR,0.2996089010022074
ROC,0.2996089010022074
ROCR100,0.2996089010022074
MOM,0.29674130397155885
ULTOSC,0.2958068616600901
PLUS_DI,0.2528154490351759
MINUS_DI,0.2232585992917019
MINUS_DM,0.22138287074966026
CDLENGULFING,0.2112613867133863
ADOSC,0.20389379003261374
COSH,0.1759474895712267
EXP,0.17594748957122616
SINH,0.1759474895712256
CDL3INSIDE,0.17112728141878938
SAR,0.16777513219143697
TRANGE,0.16038703648742736
MFI,0.15938356558607905
SAREXT,0.15353899501661894
CEIL,0.15187450893674173
SQRT,0.1518412701647781
DX,0.15166369171971655
FLOOR,0.15133539948924477
LN,0.1510532707003533
LOG10,0.15105327070035324
ATAN,0.14971303770231753
NATR,0.13971986195443192
CDLSHORTLINE,0.13937775803047636
CDL3OUTSIDE,0.13666794026181417
PLUS_DM,0.13345218596010613
DIV,0.12040101141266876
CDLHARAMI,0.11885825255771146
LINEARREG_INTERCEPT,0.11824792490189084
HT_TRENDLINE,0.11674517062234488
T3,0.11510091061274454
WMA,0.1143231266874717
SUB,0.11212504928742223
KAMA,0.11058799039884612
EMA,0.11037002354134544
DEMA,0.10929376204277273
TRIX,0.10798348056928514
TRIMA,0.10704147247957006
SUM,0.10677793244196693
MA,0.10677793244196687
SMA,0.10677793244196687
AROONOSC,0.10397998737637348
OBV,0.09927340620083683
TEMA,0.09615166168907396
VAR,0.09614080577006844
BETA,0.09511377380557295
WCLPRICE,0.09331050544351975
STDDEV,0.08875504025040204
MIDPRICE,0.08785551821381919
CDLINVERTEDHAMMER,0.08424189576187165
MIN,0.08058528577936518
MIDPOINT,0.07937411667092989
AD,0.07465513184803416
LINEARREG,0.07412063302477578
TYPPRICE,0.0732028510340879
CDLSHOOTINGSTAR,0.06838391624876407
TSF,0.06742382532336744
MAX,0.06613422853777874
LINEARREG_ANGLE,0.06336759015699629
CDLHANGINGMAN,0.06229745184355147
CDLSPINNINGTOP,0.05958874747056774
CDLDOJISTAR,0.0550462861744107
ATR,0.054824643550473645
LINEARREG_SLOPE,0.05222432254645643
CDLHARAMICROSS,0.05093208620546327
ADXR,0.042694667528708735
CDLHAMMER,0.03799747534393258
CDLHIKKAKE,0.034891456466590406
ADD,0.03286391411484874
MEDPRICE,0.03286391411484874
MULT,0.03148488208142544
AVGPRICE,0.0298195298758632
CDLHIGHWAVE,0.029000867950470285
CDLHOMINGPIGEON,0.028937183594351434
APO,0.02549603314828303
HT_DCPHASE,0.02280120756566368
ADX,0.02178114741988346
CDLTAKURI,0.020835946492932973
CDLDRAGONFLYDOJI,0.020809336707959585
PPO,0.019974046821633132
MAXINDEX,0.019725303883354365
CDLLONGLEGGEDDOJI,0.01902547812467135
CDLDOJI,0.0189590337808399
HT_DCPERIOD,0.014076739823947335
CDLRICKSHAWMAN,0.01257568385880813
CDLGRAVESTONEDOJI,0.01243043971201951
HT_TRENDMODE,0.008898652147548477
TAN,0.008372946705702173
CDLMATCHINGLOW,0.008079230428726611
CORREL,0.005278217275576265
MININDEX,0.002780590624332825
SIN,0.0015338776791441091
COS,0.0004032072688227071
