,ave
BOP,0.7437033710029188
CDLLONGLINE,0.5008767712243705
CDLCLOSINGMARUBOZU,0.49519924122635917
CDLBELTHOLD,0.48494311163055476
WILLR,0.44649027913577366
CCI,0.4055103644936816
CMO,0.3481056476367357
RSI,0.3481056476367356
CDLMARUBOZU,0.3340987747818715
ROCP,0.3064610881989538
ROCR100,0.30646108819895373
ROCR,0.30646108819895373
ROC,0.30646108819895373
MOM,0.30380373985056686
ULTOSC,0.2797627146354531
PLUS_DI,0.23180034978360364
CDLENGULFING,0.21150478751674967
ADOSC,0.194937855335469
MINUS_DI,0.19040938822397394
MINUS_DM,0.1898237078611289
PLUS_DM,0.172930456295146
ATAN,0.1715743784562714
LN,0.1707382462205309
LOG10,0.17073824622053088
SQRT,0.17036139666356334
CEIL,0.16824611148044394
FLOOR,0.16824180738983963
CDL3INSIDE,0.16500061156474644
MFI,0.1630209983115201
SINH,0.1595991284849152
EXP,0.15959912848491145
COSH,0.15959912848490773
SAREXT,0.15919431837734238
SAR,0.1431695626211171
CDLHARAMI,0.1390547319829684
CDLSHORTLINE,0.1384689695780023
NATR,0.13273697337802465
TRANGE,0.12492828223762051
LINEARREG_INTERCEPT,0.12246986176738521
AROONOSC,0.12199945141089834
CDL3OUTSIDE,0.11558794964035964
WCLPRICE,0.11497013812106935
BETA,0.11415847506595751
HT_TRENDLINE,0.11354564929803138
TRIMA,0.11324293478628268
SUM,0.1093638554354723
MA,0.1093638554354723
SMA,0.1093638554354723
KAMA,0.10683944852356664
OBV,0.10593298985581735
WMA,0.10526994450108863
EMA,0.10231152277250602
TRIX,0.09952976108316165
CDLINVERTEDHAMMER,0.09743953507789042
LINEARREG_ANGLE,0.09667560485364442
TYPPRICE,0.09624648305048074
LINEARREG_SLOPE,0.0889148554347724
DEMA,0.08777997449573686
AD,0.08228560161860364
T3,0.07955874163098743
SUB,0.07847321116387668
MIDPRICE,0.07315526374895619
MAX,0.06979040442733996
CDLSHOOTINGSTAR,0.0691824233772874
STDDEV,0.0684507376100918
TEMA,0.06692662024063642
CDLHANGINGMAN,0.06667909090457282
DIV,0.06428717639524782
DX,0.06225498487283193
CDLHARAMICROSS,0.06211366662265636
MIDPOINT,0.06198968218958853
VAR,0.06169612891814127
CDLDOJISTAR,0.05902622301096644
MEDPRICE,0.0585327861359422
ADD,0.0585327861359422
AVGPRICE,0.058247282097835945
MULT,0.05717642038978242
CDLHAMMER,0.05644129087967396
MAXINDEX,0.0558548968861854
ATR,0.053656696326910586
MIN,0.051321911350459715
CDLSPINNINGTOP,0.04790593530772096
MININDEX,0.04570401528978936
CDLHOMINGPIGEON,0.03667501379366308
LINEARREG,0.03357131170921844
CORREL,0.029544147882104237
ADXR,0.025370794011659325
TSF,0.02517132204448126
ADX,0.023956055557380077
HT_DCPERIOD,0.02373635025225694
CDLHIGHWAVE,0.022037066576703537
CDLHIKKAKE,0.021701251261093957
PPO,0.019069709502202967
APO,0.018325760694923143
CDLGRAVESTONEDOJI,0.014860729068827768
CDLMATCHINGLOW,0.014662073824125849
HT_TRENDMODE,0.008482428351110795
CDLTAKURI,0.008274569022659117
CDLDRAGONFLYDOJI,0.007588359997488563
CDLRICKSHAWMAN,0.003789433314165064
TAN,0.003144787556439057
HT_DCPHASE,0.00313701828119015
CDLLONGLEGGEDDOJI,0.0009938844550873144
CDLDOJI,0.0009687880069680496
SIN,0.0001946402463531971
COS,3.516427334435439e-07
