,BOP,SIN,DEMA,COS,TAN,DIV,MFI,BETA
0,-0.07193780987642652,0.4050423026037227,1.3850410802005522,-0.38397540868589425,-0.7086897867727872,0.06682930751199515,0.6511524038669012,-1.5539694699879774
1,-0.019867093593749083,-1.7522179274433514,-3.0142424168309683,0.556386239817088,0.03400624888948432,-0.10699935346111444,0.7417337742468251,1.4443353524868368
2,0.3980125118303862,0.8798575638717383,-0.5862984688510263,-0.000677665666742789,0.21003507478910757,1.063055159476941,-0.2507480350630696,-0.8032886175023376
3,0.2587079342855458,2.5558512366164323,0.5492618422170954,0.9643701805737871,-0.5268149991275212,0.2456447142677886,0.09001708045977753,0.38640808641091773
4,0.2042921166271528,0.8681606639939675,-0.08440127946256208,0.849854258560752,0.8188473166312665,1.0818852348606833,0.10290792731891457,1.1066391131496764
5,-0.29405190360128564,-0.36294046247854783,0.8664524608286732,-0.8428118221032856,-0.640891687295363,-0.9080216359040736,-0.6775293828923381,-1.7948925599280048
6,0.0349820820680397,1.9352142992303893,-1.0092888874546562,-0.4329701929198664,0.23582689456170433,-0.677873639729104,-1.1922217189556328,-0.7849634890851511
7,-0.02535214590478712,-1.4069161644225905,-1.4324330699685743,0.9033007738552485,0.6307361799936424,-0.04322794076444823,-0.6398125457691314,1.2237853435188095
8,-0.2818453345675706,-1.5815175393593868,0.741869958476247,0.730462097984224,1.3577242590175818,0.7762600104346777,-1.4228888079250939,1.3669701917852912
9,-1.0096023697839673,-0.7804123362492896,-0.2120080011092781,-0.4978765227400387,0.14464500095797986,0.14873412050878937,-1.699735359086297,0.3262898232258639
10,0.5431354372904457,-0.5622643650447726,-0.47246791737099464,0.23634511385124055,0.7730858381407358,0.1820287400526766,0.506382611694521,0.10649921374514508
11,-0.12164894022707315,0.5188139188087525,1.0398567915329913,0.8798701250603042,1.060421657896086,1.1762859705947004,1.0237557288050714,1.3536337566433296
12,0.05317819766666666,0.9508309534639118,0.19597803638648179,-0.8327156268178079,-1.561211117777379,0.15958439940093877,0.29766720181561196,-0.57763180934319
13,0.023501645257059976,-0.9231936949505721,-0.4804966741691449,-0.41277237668799893,0.8569529699132585,-0.17840055423330267,-0.40560973955566887,0.4575221384761045
14,-0.5149943112650917,-1.16576857442858,1.2499597370638025,-0.9062926786766694,-0.5677018281726951,1.0361800506799,0.06668523963599278,-0.7095364082630635
15,0.6188658083062339,0.35327893258444215,-1.5335432149178736,1.1779854586764444,1.3040734983477784,-0.11977238086447996,0.1715236140012992,0.4219249709995526
16,-0.653551440653139,1.2455153242162968,-1.6231910592791194,-1.1832430387223252,-1.2584301158220237,0.754167744484664,0.030656631795942742,-1.2857430419131501
17,0.33364801342305594,1.6102908236152595,0.3748650678522843,0.24702548968516888,0.633201872531122,-0.2781492032194448,0.48366004489569464,0.8553960478719642
18,-0.25249026960699467,-0.4017133244379731,-1.3301774110586686,1.1567406961023559,0.6330351428248925,0.7436463818713076,-0.9784689419576239,0.1407590257080225
19,-0.09597448912636482,-0.3041439201511984,-0.5018553125113292,-0.39191339682234816,0.6171784122992191,-0.2214808422890316,-0.09387416813987333,0.10280057780903923
