,BOP,SIN,DEMA,COS,TAN,DIV,MFI,BETA
0,-0.11081711123009244,-0.22401670753829672,-0.6220416620686029,-0.11177919892630128,-0.7794796831356463,0.22305307215066933,-0.8666122849248065,-0.15867761222447163
1,-0.5144274977430212,-0.3584047334984228,-0.7118551765049131,-0.6846725733410914,-0.5501011753237137,-0.48510737232566775,-0.37181908314497836,-0.042031828128826894
2,0.5549825572361192,1.02994058635997,1.183210289162921,1.207308451978403,0.5036975465009199,0.4099675016360799,0.9369932457895448,0.9462769487570957
3,-0.273656555827812,-0.580496172051111,-0.7104817518971543,-0.3127416715443625,-0.2625098596437986,-0.14372333764643955,-0.1499573379230369,-0.30999622676710203
4,0.3950420593164491,-1.2205374444707022,-0.8353340094876169,-0.34146838362629695,0.5607597419335709,0.5659202283654601,-0.43177640184419314,-0.7971041204339167
5,-0.4825420015791216,-0.15130659370456745,-1.1061187608782144,-1.2572874361399748,-0.624651345244001,-0.4969516844645428,-0.35638192522859535,-0.6455614829837176
6,-0.48994258899721566,-0.5893483820652445,-0.4205901877333318,-0.3177283471208966,-0.6573058787478869,0.10088699954043708,-0.8612840093127364,0.3081522657956663
7,0.6933895122130712,-1.0709082911557173,-1.32441949385229,0.5211458436911731,0.47240550887308175,-0.425810479500215,-1.067852417945527,-0.9425779644227226
8,-0.2765864344873098,0.4618922362147712,-1.1809268358871465,0.40551611714643204,-0.6140003288346816,-0.6951537544613303,-0.257940628108484,-0.5930304502305795
9,0.4353239230420707,-0.8045845413709884,-0.6605164042334296,-0.7819622923597386,0.6198072330743502,-0.33070723581784595,0.04471005482978294,-0.49213669811439753
10,0.46896012144021054,-0.5225543872434719,-0.724695043144771,0.3861069352120997,0.08540221319206434,-0.37402747702316574,0.6711455502144665,0.12592603357781207
11,-0.465387341093155,-0.4472930264990634,0.20052617580941748,-0.6306255222791923,-0.8110419606218882,0.27516370644176164,0.03028042237507351,0.8380276624542441
12,0.06911381954606222,1.058634796337524,1.4870463221829975,0.042632408310136004,0.7905523754070275,0.24583820073456147,0.7616611282971707,0.8830233520626903
13,-0.2656664195162092,-0.5532376857218415,0.7689682918103499,0.05019600215955257,-0.9786263186045265,0.6094018134831313,-0.46732627843441893,0.14217643013592732
14,0.2944155053881723,0.28624413457729775,0.3871119836705255,0.2867369609450217,0.8530168334928709,0.3043023608335192,0.8162865094844756,0.18587927640195484
15,0.9460655492144299,-0.8991166634364127,-0.2398663267661098,0.7736081546956981,1.1733894870231378,1.2333011845902042,-0.2684143102120442,-0.0770794629598832
16,-0.017744593583580923,0.2472250430401278,0.4300791340824103,-0.08567180099618059,-0.26239928782229477,0.20300009935537597,-0.19227034997250694,0.507468715242638
17,0.03737032790679446,-0.5676541912138289,0.4256471103960505,0.451678816341375,-0.3416414567665613,-0.10312650528705564,-0.3128387785675765,-0.716623966607378
18,-0.0357533108237727,-0.5834062687346899,0.6008819729257072,0.7534436706888161,-0.3232925122903659,-0.5451381940302478,-0.5393090955421473,-0.5069699812734841
19,-0.006195606365014551,1.5017808246647306,1.3918373959823531,-0.17046847715250077,0.5969387839221799,0.13996346105757584,0.30262646580123753,0.875498471782868
20,-0.40202446011609655,-0.4937279935540431,0.31492105289170225,-0.18913392895616774,0.3100986752529083,0.217083861257603,0.2951755675854019,-0.6551285557345723
21,-0.299809672955719,0.6195657315044553,1.4161117375409775,0.7071769956716699,0.4247069816194274,0.4638205219879402,0.5873483377853875,0.8797497183972354
22,0.08623845274067013,0.979786708977111,0.09612619278206196,0.7334993047660411,0.21489538398546626,0.3717262148903127,0.9149653150484336,-0.11590182770960719
23,-0.8022743092439697,0.6121734002396229,-0.5809266238004094,0.19828971804682077,-1.1382106318677636,0.36005044010734466,-0.13917569520988846,0.3483090248978036
24,0.22820907782897892,-0.8925922021383673,-1.0395647088480318,0.7917063854100863,-0.5948300523400164,-0.40240522666995604,-0.2207543872385481,-1.380835109595336
25,-0.4243390254433683,0.42624621733604157,0.20838096441332718,-0.004873815297744947,-0.18581079336287545,-0.10149958387556972,-0.5356720103986002,0.10450274724232886
26,-0.3147684291099863,0.6242937622450514,1.4957857156603722,0.14990277257704035,-0.5309065473894871,0.29462037733112084,-0.004917284949957573,0.8526867474574316
27,0.37609014493053733,0.45795259870914107,2.0430831042940176,-0.2482549881564138,0.647304911538426,0.5679981649538023,1.2999167135325247,0.8824458806555882
28,0.06243789077373868,0.10555475182667665,0.6934751965484311,0.5512453723968472,-0.29577928486995825,-0.40056706812929405,0.876607956440295,0.024654005919104962
29,-0.5483346572107317,-0.16359623739872325,-1.4069743552175853,-0.15805419439808088,-0.7206615394507422,-0.41453627280986827,-0.4809780264998268,-0.5656115564876735
30,0.21820822666720638,-0.564237344649468,0.3260056194680037,-0.5973863083821837,0.6599474978009138,-0.22429549399004373,-0.19932287606724858,-0.14748431775072385
31,0.6121294580727736,0.658390384519062,0.3568826896048848,0.002010131451492724,0.4567140113190875,-0.1219394162250571,0.2573550928130285,0.3337105017848456
32,0.4896653768785296,0.2799094284799277,0.2900515034300965,1.0785079850615478,0.42422589944172534,-0.6262180851499525,0.05941588431124751,-0.504397502058939
33,-0.7145115525124262,-0.49861262831104386,-0.5916174420938847,-0.006249810603776988,0.2802813667762008,0.30556731117256675,-1.4767366505685264,-0.03203515189953256
34,-0.4055808918334072,1.0891440013592386,0.36540831123173384,-0.5725650523245837,-0.5425938976944311,0.17790627102215967,0.2861991317933494,0.7338324351703895
35,-0.14692482136018117,1.1391910037261872,-0.4192253265022945,1.1457994613682432,0.20205344072219017,-0.681723254234244,0.9275991163580481,0.011735256639033445
36,-0.1188666716118897,0.23827144242059398,-0.3231907018768835,-1.117441006174717,0.6772010617741692,0.2761875546416096,1.1143110580738596,-0.16777633541550097
37,-0.34692921978413416,0.4644334496409979,1.299716958289155,0.1562911103743355,-0.4575429954844741,-0.16912694438224787,0.24307270338484377,0.7143370579843845
38,-0.4415592354132385,0.917434965450827,0.5613123645934043,0.3818398262349743,0.19073752874092292,-0.2712524178663329,0.6232503747922808,0.17673106883741826
39,0.24690776294173505,-0.7246919835924679,0.16583537197766676,-0.4729107448712123,-0.2132098704229588,0.2646008759093671,-0.048418097150017055,-0.29873044775736307
40,0.2211599399659821,-0.28208462213680785,-1.2819842725231279,-0.043958724873634177,1.1693440447890098,0.09888469763691596,-0.15325880996197985,-0.7178627857787747
41,0.019507106119226687,-0.007852838862540162,0.12264830122579033,0.3209731421268114,0.016698136703581758,-0.6151967396959921,-0.44818043043335365,0.11013656768089723
42,-0.8897906785571749,-0.7910420096813342,-1.0133910348045074,0.4495033125551058,0.3226654635400716,0.4198621672512831,-0.12262422593741179,-0.6118277572428066
43,0.33283587550076177,0.7360812228416348,0.6233663289331975,-0.6246041848515376,-0.2793523466393365,0.022925368575098554,0.24899794613842757,0.6942125868688029
44,-0.5818089551281267,-0.858209587718662,-0.44344160802891697,-0.7846334002262758,0.09472342516356028,-0.1654337555559856,-0.6363622914198338,-0.9021391656892412
45,0.4406227865317048,0.3387623653155663,0.5977729424065882,-0.14397334149542612,0.09973338612320416,0.08901316367718064,0.7952497837346321,0.3686352560669299
46,0.3905532416109784,0.17556007717386077,0.1286439940452699,0.055561408560905405,0.3536719762598261,-0.5495576590327841,-0.08250283144442336,-0.17676803555933818
47,0.9420531689206806,0.2096722568214229,1.2224242478049667,0.651192755629569,0.04159491976212147,-0.26953656622904426,1.0558090964131193,0.13004402761821585
48,0.15192219243463304,-0.21478808918048561,-0.5642423017491377,-0.8870181118591813,-1.3477668016679558,-0.8457455222828058,-0.6166931010493111,-0.8921569626622232
49,0.2894132622058835,-0.7744322033857586,-1.1426860558825762,0.8547346576215439,-0.32777284750496666,-0.49732426306339034,-0.7876302185782287,-0.6491351708853094
50,0.7411793717053802,0.5768026279527413,0.7845829721633862,0.3760438839337255,-0.04354099911630421,0.554047640845301,-1.0276334280761859,0.3934398520104515
51,-0.16319192958087653,0.10469016322170838,-0.42111030190837534,-1.0883433793754356,-0.5877645810038118,0.8941757197404099,0.24802694773268996,0.13261382744783545
52,-0.13594082993694317,-0.05071494778931855,-0.45782757105390387,0.6614886458493142,-0.955417804141947,-0.9306322979067846,-0.03938697236611401,-0.7721156264015135
53,-0.3209516428243315,0.8382015194219086,0.06248868554995798,-0.3657310132395291,-0.5832745240095525,-0.497934820837349,-0.6730116864648403,-0.22234015019748143
54,0.6898621637581095,0.16831680403750288,0.6141406504553775,0.049327834470865306,1.0126093713402988,-0.5670222520775847,0.9301752796640271,0.07924894523782901
55,-0.062330537119087606,-0.7686643345195723,-1.6581802871638285,0.8432569937573965,-1.6619511694089524,-0.46892516208259444,-0.25040214638738106,-1.0489839247275206
56,0.639937470027199,0.0645655954476848,0.6644161752186899,0.2724996216695408,0.3168907645172157,-0.08288916772108458,-0.421362875710737,1.2039941424082108
57,-0.33995842842815316,0.2262786596518399,-1.0504253336435736,-0.4549051001932141,-0.754955099618829,-0.10790617536832908,-1.132840105322616,-0.014628764084362575
58,0.7865214495997904,1.699471752305696,0.31747903218042683,0.984233377422091,0.6207371327220413,-0.07178611738016162,0.2717384119707177,0.7666346892081918
59,-0.7657926462236067,-0.30295127098078334,-1.8280737800109483,0.3045594406673606,-0.4093962558158348,0.3096870516063333,0.17847795215315657,-0.5171779308470151
60,-0.24708789696047728,-0.3888790359015009,-0.6126853671901606,1.2205213659433476,0.1989333608081016,0.5055306179510627,0.39473379367630507,-0.7959793867218352
61,-0.2193928197866083,0.6607062359804997,0.10849828614982586,-0.4152037002626698,0.24579150599758756,0.668304821615257,0.6910509268898215,0.5154860855709253
62,-0.34142253454252797,-0.892642140481413,-1.1087916484963944,-0.5752411118097033,-0.32867484235712385,0.4456980649560322,-0.16771084727960023,-0.18586342954368837
63,0.07269288401205715,-0.5092068035828162,-0.5892272242870835,-0.5537944857309435,-0.20665075954296303,-0.4328597077151358,-0.4241476522816161,-0.8064451769761252
