,BOP,TEMA,STDDEV,ULTOSC,TAN,COS,SUB,SIN
0,0.5411052768884903,0.25193851517047344,-0.1505352252375025,0.15046656373518327,-1.4537251569894614,-0.2546429994004202,0.831213263017656,0.5055665571885006
1,0.35134394183662304,-0.8311560082711186,-2.0165916954670906,0.6977516767730255,-0.774726071171248,-0.7654752219627776,-1.8626912374869666,-1.8280414793087376
2,-0.07954871956813458,-0.44235888895269443,0.9329957195855008,-0.015809922617856232,1.2806614523155735,-1.4783349433914685,0.8553957634386824,-0.5710982831946401
3,0.690463038508645,-1.0643670901252313,-0.22565851748148036,0.4992296187197016,0.3723028619586246,-0.2057195590704274,0.3119109211524737,-0.17529258009786247
4,-0.14996013964135324,-1.128299141433344,-1.8534949167393513,1.540854173888963,-1.4146560012853344,0.5201313455679798,-2.2136566907904442,-1.293119673793815
5,0.6019081906998192,0.5969900757854504,0.48140539617865896,0.9958688797885235,0.6112893500182468,0.9430682879492365,0.9251096333662518,1.8835244728600797
6,-1.3799379356061645,0.029898419070738615,-0.9813390492626641,-0.6368714673805712,-1.1917522467337622,-0.9086040913843815,-0.738736769133986,-0.9711959747137442
7,1.9908038049215981,0.5877447779887016,1.533389595069038,2.2797645668999444,0.8631824314929718,0.7411664493423364,1.9788498197672275,0.8053022447857768
8,-0.444462698269894,1.5114248704661424,0.9459450628203842,-0.6191295785742332,-0.09223420236776005,2.0673234929316324,1.6360705869754417,0.8826165166875126
9,-0.21273854161861752,-0.36537047711219633,1.1554573128493055,0.25157083782473383,0.9479010224875959,1.1533195146092665,0.99039585781207,0.4035084524299994
10,-0.6713211488686049,0.05429789048320533,-2.0157314921831175,1.9773944995790367,-1.6171699178575898,-1.0300338955604829,-1.7081293679626104,-0.4455932649690849
11,-0.03913386027372997,0.2846227222206681,0.4554515990094091,0.9500878021256297,-0.06896499014310183,-1.1801918718877649,1.6897597616923852,-0.5557564291485554
12,0.6475225297561461,0.6725001561346351,-1.8272142715375304,0.2718613954889901,-0.682458670316489,-0.33721760728267985,-1.6454174785456113,1.7600999150431595
13,0.04673700660595417,-0.6574748544145795,-1.658695259453974,-2.0760114376492806,-1.2552470824608013,-1.41715120320362,-2.0785486868493686,-0.10849840197088406
14,-0.7746199035704598,0.06451953402932877,-1.3834430720104876,1.1404465948012903,0.018580972669624697,0.28922572866014684,-1.0497356713268666,0.06485535030821689
