,BOP,HT_DCPERIOD,SIN,SMA,TRANGE,DX,TAN,COS
0,0.4642735211970526,2.078939081589703,2.139366720851638,0.5223147850023493,1.5749248214103577,0.848339881756732,0.8426021057126523,2.3925023306890068
1,0.6489416409001147,0.9057649311397671,0.17567916220678473,0.8749120698088512,0.4284243443500691,0.14235481695338004,0.014324808896061757,2.940937219597013
2,0.6255643078638929,-1.1594360717367356,0.16119182006490193,0.1406548904584322,-2.164204427151733,0.349336015067244,-1.725430090056626,-1.2059149207691888
3,0.08787023202090492,0.1957241080052958,0.6368152341298463,-2.0555874259215234,0.8947117717134023,-1.1229046893399512,-0.033474194345026125,0.412106243977622
4,-0.37677505699112845,-0.2458221683512273,-0.07278265293161007,0.31231602266119235,0.8752915925361654,-0.515510622815651,1.819384013349283,0.5593779879270957
5,0.01906224455053786,0.11644226852518405,1.18520097779666,-2.53410245777729,0.6590411458849609,-0.16239389214623226,-0.18081045498692197,0.4221372608745179
6,-0.552148946322563,-2.1646348645143263,-0.367211178887212,-2.9951345574403803,-0.5181370330596544,-1.1141169067899892,-1.4192895072055929,-1.1195220699280777
7,-0.7516891776028075,-1.7668203748517142,0.07383200790233777,-2.31868947840375,0.17013029458542703,-1.027991455728908,0.9420001882822371,-1.1676330216171795
8,0.10582531774427735,-2.1460397663712087,-1.090022835573626,-2.5159850321395894,-2.3935350444118604,-1.713495606194175,-1.699877040376593,-2.8339955424956234
9,0.7987481123698681,0.7368212359269626,0.43052231007017994,-0.8739381258160608,-0.7814482924127253,0.2247092303035476,1.5319918088667697,-0.17692931429661227
10,0.9687610988052114,1.367661510180318,1.8942243617665022,-0.28177646190195654,-0.3504098784424912,1.3165901823650934,1.25226491564353,2.40067765631234
11,0.2712993848045703,-2.0010732615573574,-1.728476180759469,-1.3649989812344965,-1.1310787740000632,-1.2464751924395123,-1.4482631543424327,-2.5159572948962494
12,0.656809756982673,0.5576625349262158,-0.5017540830260009,1.18236694237736,0.13709619773227472,-0.09621949662968675,2.6824501155916742,1.468278861247369
13,0.09838008499505713,-0.12937900215766035,-2.0759645256827532,0.3975204902207642,-1.44523497265275,-0.624858973291893,0.5322837555678063,0.32437633634015683
14,-0.8766796458398061,-0.35004892924288084,1.4094943134097484,-1.0392079238893415,-0.2661203213327952,0.5588374938687104,-0.4528477677617104,-0.7913210865599819
15,-0.1808515235591689,-0.6286030543826643,-0.7888820627677902,-0.44965815243418245,-0.27370338737472455,-0.11562862096937353,-0.1722161784648662,-0.1552656905327086
16,0.9418542219432149,0.10165439749682953,-1.2175886350800835,-0.22404196412895327,-0.6502263165278187,-1.421099723824841,-0.31189769964793707,0.6947777863857634
17,-0.30868145168885386,-2.0786552137198218,0.40960033492022563,-1.780313643083244,0.058960269383029826,-0.3777254268051859,-1.2706782935998318,-2.204558192314487
18,0.21918299066243732,-0.1959894586874332,2.182665419870729,-0.8664351075046114,0.4284222064023684,0.6338291003693283,-1.548962448683825,1.398762480484851
19,0.04177151122026753,1.1747034010948911,-1.9509601340210865,2.122020380498738,0.5054150802085801,2.077238071786057,1.4767432046699962,1.526494897065961
20,0.3295268159417667,0.5641557351834943,-0.23270258326717935,0.5025100912568828,-0.052057070764215264,0.14127434638699737,0.7674304165850446,0.45835797111979887
21,-0.10181076223559322,-1.0761350223117148,-1.4142319545166722,-1.224532490417593,0.35205616932671807,-1.259278573137486,-1.380730703620703,-0.9662443615489692
22,-0.6264350753949788,0.4596702049453283,-1.0050097818530332,0.5582717022244038,-0.10318771860259456,-0.6879467593479069,1.5320714896448604,0.4099054487423417
23,0.396178963980555,-0.6363630118185325,-0.6203868127152399,0.5005347202699889,-0.8638181433541952,-0.8819289676022605,0.2901280774622804,-0.5006666000819963
