,BOP,HT_DCPHASE,MIN,VAR,COS,TAN,PLUS_DM,SIN
0,-0.04521721,0.0035710228,-0.03224068,0.08658359,-0.05323066,0.048037563,0.022179872,-0.029361324
1,-0.14193526,0.051690802,0.055501267,-0.021652678,-0.06836666,-0.06190088,-0.013672389,0.039868537
2,-0.024317656,0.025139254,-0.011823673,0.077818595,0.020479584,0.013987083,-0.01576394,0.13881502
3,0.1410076,-0.034112033,-0.034596942,0.0003838858,-0.10835874,0.05071111,0.07280616,-0.0007179865
4,0.123893894,0.05824275,-0.053198807,-0.034397755,0.016931925,-0.050239548,0.04664876,-0.0016482718
5,0.07129185,0.09543925,-0.033681866,-0.018885711,-0.028736066,0.011758348,-0.0026884326,0.024788624
6,-0.02305775,0.0495591,0.0399022,-0.01421711,0.10538332,0.049630955,-0.0027099403,0.075317994
7,-0.0023504423,-0.06570046,-0.036103867,-0.051093042,-0.012395007,0.0876872,-0.044891994,0.0076072495
8,-0.11778982,-0.08759771,0.028490352,-0.087360576,-0.051566932,0.04183476,-0.010617606,-0.01174324
9,-0.004376752,-0.06527576,-0.063345306,0.011662427,0.002580441,0.018591078,0.027007315,0.041619692
10,0.068254046,0.020127982,-0.09070468,0.035659943,0.04554926,-0.005444447,-0.06937168,0.020763202
11,0.13607165,-0.059103727,0.031365994,-0.065062195,-0.017791849,0.07202177,0.058791783,-0.10073343
12,0.032177642,0.010093431,-0.008741534,-0.08610102,-0.042528287,0.061331324,-0.085933074,0.052930605
13,0.15168665,0.09504513,-0.09525458,0.01067753,0.040568072,-0.08055382,0.050172616,-0.06441225
14,-0.07887684,0.024208562,0.024103688,-0.04316421,-0.008596479,-0.08208546,-0.016818788,-0.012324915
15,-0.109278284,-0.041752048,-0.022888286,0.0101672495,0.06283372,-0.07185682,-0.0044369176,0.028101964
16,-0.15652294,-0.12818459,0.05635345,-0.072804175,-0.026692392,0.0975121,0.042983312,0.20450698
17,-0.09964344,-0.08870887,0.0064556403,-0.031341344,0.10462861,0.063508295,0.0026944887,0.04383147
18,-0.0100164395,0.012083812,0.06949815,-0.009145598,-0.043138184,-0.08455188,-0.07111308,-0.071678415
19,-0.09512441,-0.023188584,0.07005873,-0.07756792,0.07980292,-0.077592604,-6.859388e-05,0.019953001
20,-0.080006495,0.011262148,-0.051145796,-0.04449509,0.0927129,-0.024341369,-0.009073637,0.0044929427
21,0.07550382,0.0937574,-0.07569409,0.07689072,0.027911654,0.058438964,0.0125226695,0.048776675
22,-0.026599621,0.053024907,0.08303328,-0.012777171,-0.0597582,-0.0010973178,-0.07943324,0.0070025823
23,-0.12935434,-0.08183745,0.07913441,-0.06328094,-0.01770606,0.081070155,0.0565816,0.016745988
24,-0.00986718,0.059138484,0.07137076,0.029010952,0.033487786,-0.0647226,-0.075469755,0.03576963
25,-0.034826618,0.031841062,-0.03425127,-0.078586414,-0.092447944,0.065689094,-0.06511615,-0.0363197
26,-0.042115677,-0.016925175,-0.058615662,-0.07366914,0.023948068,0.007997338,-0.045686886,-0.018478902
27,-0.06541218,-0.07351591,-0.036072746,0.03803242,-0.049103346,-0.0026146634,0.0781741,-0.014331699
28,0.0076980116,-0.041821342,0.044944488,-0.025711639,-0.015129896,-0.013825903,-0.021922287,0.0790379
29,-0.14261772,-0.020788062,-0.07013609,-0.06239231,0.04398293,-0.024297053,0.08088945,-0.018681066
30,-0.004830531,-0.014588733,-0.009461213,-0.060399644,-0.030585954,-0.047095064,-0.029013505,0.13629952
31,-0.040790014,0.0672916,-0.07201481,0.06307557,0.08216688,0.055395003,-0.06370476,-0.030781941
32,0.09786089,0.05190792,-0.09175335,0.042837266,-0.02918717,0.020238996,-0.027757157,-0.109005846
33,-0.17331254,0.04570813,0.027625594,0.062768154,0.11140655,0.0015530026,0.039772157,0.07884391
34,-0.08850994,-0.04211123,-0.0009963769,-0.05259358,-0.022844411,-0.025968155,0.058719676,0.09444402
35,0.051722042,-0.09142238,0.06863031,0.012422815,0.08381243,-0.05530576,0.06357484,0.0015308007
36,-0.01734036,-0.056061193,-0.033106335,-0.022759935,-0.013585046,0.0852046,-0.047556795,-0.046418723
37,-0.14174648,0.0599277,-0.060968563,-0.002469141,0.049439188,0.003411451,0.06075515,0.05819575
38,-0.07703354,0.0390461,0.024154047,0.049858868,-0.0087874355,0.07774223,-0.05071158,-0.018889194
39,-0.020326478,0.011795571,0.016428722,0.02437183,0.030798467,-0.0070538805,0.011739852,0.03443054
40,-0.00033866032,-0.07194959,-0.0024971587,0.0013298095,0.07099424,-0.057292435,-0.042177904,-0.023823895
41,0.061177477,0.0581443,-0.023619508,0.046697762,-0.091497675,0.0033113658,0.025407441,0.007499111
42,0.060220826,-0.06550051,0.0075129927,-0.08368802,0.06386204,-0.08281856,-0.011761511,0.07952714
43,-0.009782478,-0.014263149,-0.08062999,-0.012130568,0.014934327,0.0089102015,0.028483944,0.06914318
44,0.069317766,0.045976326,0.010791629,-0.010437992,0.0599978,0.052799176,-0.02039439,0.017598722
45,0.09940696,0.10547458,-0.0877773,0.0071734237,0.035768505,0.027049357,-0.016373644,-0.1256772
46,-0.02151478,-0.0008542161,0.0122136725,-0.058658052,0.058008127,0.005298484,-0.079948336,-0.02140836
47,-0.08048684,0.065654926,-0.01700657,-4.0298513e-05,-0.0122700455,0.05621928,-0.07798887,0.04819465
48,0.029922348,-0.06355758,-0.009633694,-0.06673911,0.05542405,-0.018011233,-0.033823848,0.08825116
49,-0.20526169,0.014802289,-0.040620968,-0.08169296,0.035756443,0.01985036,0.058796644,0.09415203
50,0.043646585,0.0036098107,0.022760348,-0.030884061,0.044119455,0.0061744223,0.003539105,0.11860005
51,-0.18215556,-0.11218561,-0.042396884,0.07209944,0.03325395,-0.02691021,-0.05532175,0.095229134
52,-0.04256615,-0.08459604,0.003865486,-9.22367e-05,-0.036593206,-0.012410881,0.036336284,-0.028750472
53,-0.04239681,-0.025589935,0.021021575,-0.040492117,0.08254875,0.08445882,0.03436536,0.015188544
54,0.015224016,-0.049052738,-0.06646197,0.027355483,0.010084135,-0.0631262,-0.0883197,-0.062457237
55,-0.084648564,0.052092135,-0.082420565,-0.05490202,0.08857773,0.0032317368,-0.032495905,0.07850153
56,0.057805523,0.0894614,0.01167909,-0.0016050026,0.04171081,0.030212685,0.064474195,0.0550593
57,-0.0020020746,0.06641857,0.05619887,-0.063668795,-0.04335382,0.011802311,0.04622926,-0.031518806
58,-0.10527267,0.06057238,-0.061018772,-0.07586102,-0.004221583,-0.04294353,-0.038809694,0.087061
59,0.08415659,0.027934056,0.025039978,0.015608942,-0.030902117,-0.034059726,-0.032113627,-0.10245619
60,-0.140762,-0.08072996,0.043306787,-0.043199506,0.018987244,-0.059253518,0.06558105,0.0015116864
61,-0.017877692,-0.106086716,0.025277624,0.0014525714,0.06902424,0.013442034,-0.07294036,0.072234586
62,0.00019911284,0.07833213,-0.09093588,-0.008022764,0.04371299,-0.0140061295,-0.05096769,-0.098744385
63,-0.124203436,-0.04613454,-0.06727527,0.0508185,-0.049580898,0.049940854,-0.033469163,0.028641067
64,0.045711283,0.023423143,0.07272552,0.023084505,-0.045397874,-0.0693023,0.07110828,-0.12037868
65,0.004634698,0.010837699,-0.08228903,-0.01191061,-0.05226895,-0.008949064,0.04483419,0.042194314
66,-0.077303626,-0.08102905,0.06441601,-0.07484891,0.055311196,0.066346444,0.0039629615,-0.015793715
67,-0.037450872,0.027717317,-0.034469824,0.048894588,-0.0822942,0.0122608,0.023263229,-0.09443258
68,0.031338263,0.058795508,-0.01382032,0.07141441,0.050464865,0.050933503,0.0134541765,0.085450605
69,-0.04711874,-0.05317417,0.050671566,0.040359944,-0.052876744,-0.001153643,-0.022700686,0.030246815
70,0.05950365,0.06852797,-0.06607895,0.0533135,0.017283978,-0.030027669,-0.008454921,0.054381605
71,0.03637713,-0.04760174,-0.012538866,-0.07825043,-0.037054647,-0.04818574,-0.045426372,-0.005985998
72,-0.0705651,0.05762526,-0.021507366,0.029288054,-0.05067908,0.027921416,0.06051403,-0.07154228
73,-0.0065091243,0.021557134,-0.046053026,0.014838297,0.031509582,0.060695227,0.057345755,-0.063807644
74,-0.074307986,0.018981062,-0.010260814,0.0076964484,0.06659687,0.03114292,-0.07086797,-0.02193921
75,-0.04244491,-0.045087688,0.033257432,0.032577533,-0.08273433,0.01772684,0.0063115014,0.014103617
76,0.1032318,0.056905605,-0.06688935,-0.048674095,0.01742418,0.045947377,0.047560666,0.018911958
77,0.032161295,0.008376496,-0.0073329913,0.07020854,-0.06489323,-0.08155876,-0.060664337,-0.050595198
78,-0.062201638,0.050606757,0.085140474,0.07483,0.103284225,-0.07797507,-0.044795744,0.13173792
79,0.00864982,0.051820155,0.0823778,0.07751845,0.07916594,0.04433141,-0.07426416,0.07847891
80,-0.010495243,0.07436537,-0.04803345,0.063959956,0.041530747,0.015028666,0.020189397,0.047642805
81,-0.042988576,-0.01482779,-0.0039041848,0.04360109,0.012460741,0.004084742,0.08787631,-0.041748926
82,0.05609744,0.043936137,0.067890376,-0.046029743,0.040115394,-0.07022964,-0.037494306,-0.08099675
83,-0.107183784,0.069421366,-0.068357036,-0.06770025,-0.07345558,-0.08123438,0.07412521,-0.0017359694
84,-0.07453427,0.051835366,0.08160657,-0.06404024,-0.07180405,0.014834899,0.018628737,-0.0020255446
85,0.08443363,-0.031285413,-0.06357285,-0.026452102,-0.0009531215,0.00045017368,0.02593406,0.067499086
86,-0.03233319,-0.059660897,-0.050750066,-0.04661697,-0.08996506,-0.06036778,-0.0635446,-0.06645392
87,-0.05707056,0.036706183,-0.032449167,0.08289841,-0.0022575106,0.02625107,0.08482513,-0.001737236
88,0.022711044,0.083738446,0.050940067,0.06179172,-0.003345912,0.00032190137,-0.02439105,-0.1104279
89,-0.09255378,0.034886047,-0.039568048,0.064743996,-0.058225155,-0.06637501,0.07827769,0.15188815
90,0.08989519,0.030708896,-0.02345291,0.009626781,0.061873805,-0.019576369,-0.09374789,-0.04444588
91,-0.09883254,-0.017104268,0.07578578,0.07502907,0.056004815,0.00073382206,0.04375913,0.031887934
92,0.045166917,0.0717189,-0.02983292,-0.063855544,0.0377335,0.04122169,-0.068571456,0.013712422
93,-0.053497374,-0.1031995,0.054247104,0.053042807,-0.008924136,0.033175282,0.05331341,0.116323054
94,-0.052895814,0.049874842,0.024696277,-0.06329237,0.077731475,0.08630068,-0.03075367,0.064353086
95,-0.0051127616,-0.030956585,-0.038733654,-0.0053773946,0.015379029,-0.03129802,0.006173742,0.05072021
96,-0.073564164,0.06569288,0.08497908,0.042667836,0.0226125,0.0376643,-0.08405447,-0.06715995
97,0.00043541042,0.035872784,-0.047052182,-0.06251652,0.06795077,-0.029506287,0.084543474,0.01542832
98,0.035682097,0.008161909,-0.042348444,0.07563648,-0.052669913,-0.07707519,-0.04363692,-0.1051817
99,0.15067872,0.008244492,-0.019327316,-0.080067925,0.009328398,-0.06336141,0.06685358,-0.15223725
100,-0.02791681,-0.043406628,-0.025458355,-0.016502896,-0.060879648,-0.025406566,-0.08136124,0.06820041
101,0.06137523,-0.059334334,0.04378727,0.01721586,-0.059956476,-0.04261268,0.05244578,-0.093039505
102,0.12465904,0.043974813,-0.03430794,0.048159275,0.011836745,0.04555326,-0.0902188,-0.022066357
103,0.011175445,-0.011743305,0.02735581,-0.025227068,-0.05697667,0.014014574,-0.022037886,0.045064207
104,-0.08221925,0.058925457,0.015404553,-0.0773508,0.101422995,0.03624587,0.060957197,0.12240139
105,-0.07428549,-0.10385481,0.09249525,0.049496625,0.065947376,0.04610585,0.03206278,-0.0005113131
106,0.0074800043,-0.08031574,-0.023640336,0.029057622,-0.05272528,0.08721733,-0.015016561,0.06340598
107,-0.102171265,-0.10500616,0.051136654,-0.06909192,0.010265229,0.00832938,-0.008050217,0.08785017
108,-0.07425183,-0.07008533,-0.06475136,0.07614664,-0.009321237,0.06339101,-0.030384231,-0.02338507
109,0.05383238,0.04338964,-0.0103703765,0.063445754,-0.07480282,-0.071631156,0.013713,0.023271179
110,-0.075283825,-0.06132132,0.004597758,-0.07857087,-0.0353946,-0.04384431,0.029576859,-0.053201716
111,-0.010565389,-0.065462604,-0.029136654,0.07681552,-0.011798373,-0.03504639,0.059584938,-0.06882837
112,0.15477912,0.0336791,0.06038439,-0.036913276,0.059044253,0.07199371,0.0077315685,0.0169098
113,0.07040976,0.05182185,-0.0008335148,-0.014082319,-0.03368703,0.01899964,-0.01747846,-0.022275086
114,0.047920074,0.051086467,0.022144053,-0.051382724,0.0165282,-0.037447855,0.06970428,0.10716094
115,0.09754373,-0.015247344,0.0009785338,0.055556126,0.059938543,-0.08277065,-0.01372697,0.02648346
116,0.028148567,0.07970083,0.0600864,-0.06247855,0.02250108,0.021465914,-0.044752177,0.008904774
117,0.05824063,0.0013991325,0.0006544524,-0.06218135,-0.06460689,0.035468794,0.07573273,-0.05252352
118,0.10390335,-0.037981227,0.015179823,0.028647576,0.045447327,0.07687906,-0.059528112,-0.14076267
119,0.0587888,0.06945601,0.043095108,0.033751424,0.068946674,0.030966736,-0.047556557,-0.0310759
120,0.04976877,-0.092422254,-0.031685825,-0.028412374,-0.061308727,0.036995087,0.07636907,0.03110261
121,-0.07662139,-0.012637333,0.07519459,-0.037744094,-0.036314283,-0.08500832,0.048930727,0.08718248
122,-0.0043078135,0.056693055,-0.03541723,-0.06857743,-0.044843026,-0.078336276,0.009257815,-0.05773087
123,0.22092389,0.12825151,-0.076273404,-0.010228139,-0.05189931,-0.04101839,0.008845912,-0.15461725
124,0.031699464,-0.05269742,0.021228256,-0.06333146,0.06921748,0.022061286,-0.08282954,-0.024124065
125,0.03955969,0.046796646,0.08760766,-0.047779765,0.017589908,-0.009846834,-0.024205988,-0.017811747
126,-0.07875523,-0.089475214,0.08140379,-0.07788549,-0.015183698,0.06940802,-0.073592566,0.051554043
127,0.067555405,-0.0033850889,0.025451057,0.025006756,0.036988813,0.08271002,0.07612477,0.064729385
