stock,minmax,BOP,LINEARREG,SIN,HT_DCPERIOD,VAR,TRIX,COS,TAN
6278,min,-1.0,62.366997142857144,-0.9997658199293288,16.801907991830902,0.11194310959763243,-0.39138512790934943,-0.9994843146886834,-53.815157281022714
6278,max,1.0,96.23517714285711,0.9998273970061372,39.62573676820685,53.98303349039816,0.1461978255743901,0.9962507989149011,46.19912477071236
