,BOP,MINUS_DM,STDDEV,ADXR,TAN,COS,HT_DCPHASE,SIN
0,0.07157402,-0.027461728,0.028620606,0.06508835,-0.028695697,0.07335617,0.073428564,-0.061518405
1,-0.012033209,0.1437866,0.024732394,0.03406685,-0.083561294,-0.08352356,-0.058779225,0.05053799
2,0.06037838,0.0007613993,-0.0054564015,0.008759673,0.07097617,0.01663325,0.038428325,-0.020377278
3,-0.038704567,-0.05172585,-0.04601875,-0.0016279997,0.037622835,0.07451624,0.07213198,-0.070585854
4,0.0021661134,-0.0190288,-0.027526122,-0.077373415,-0.07408693,-0.040659096,0.017325483,0.034374785
5,-0.11619693,0.037485424,-0.07414756,-0.05016975,0.013868229,0.026351297,-0.108250484,0.049370214
6,-0.1507397,0.11080914,-0.03043811,-0.048467208,-0.109992296,-0.028867193,-0.086412095,0.13968861
7,-0.16998203,0.22995718,-0.04822692,-0.095670275,-0.11063905,-0.008739521,-0.07864181,0.11262118
8,0.03523568,-0.07986265,-0.060602207,0.100256,0.03153808,-0.046387713,0.07246198,-0.059265416
9,-0.01400785,-0.097195715,-0.07765195,0.040789925,-0.021394955,0.07566323,0.05050949,-0.052272964
10,0.11427379,-0.09698824,0.029680682,0.027534591,0.1045383,0.013605128,0.04697629,-0.15593332
11,0.011393074,0.12574787,-0.04322297,-0.11641583,0.072082646,-0.08831556,-0.10682223,0.041483738
12,0.020017218,0.01789747,0.019580102,0.07113409,-0.06667131,0.02253074,0.05445142,0.07801365
13,0.18744975,-0.13513736,0.06388388,0.07559429,-0.03355859,0.034836523,0.019158753,-0.23413953
14,-0.09449927,0.17651954,-0.059166178,-0.023817131,-0.020027675,-0.062163595,0.024177598,0.12785563
15,-0.08974313,0.09019514,0.0011974543,-0.10211334,-0.06960249,-0.0030749466,0.022605158,0.12698099
16,0.037851173,-0.09426877,0.0066202357,0.034257405,-0.055403937,-0.04358219,0.088926695,-0.10582082
17,-0.07571768,0.10390988,-0.08356465,-0.08848713,-0.017338535,0.014243947,-0.05173096,0.08761984
18,-0.11625202,0.09884706,-0.037803102,-0.05180469,-0.014776367,-0.07486271,-0.034470856,0.10511805
