stock,minmax,BOP,SIN,DEMA,COS,TAN,DIV,MFI,BETA
3592,min,-1.0,-0.9998895022699781,369.57549765088896,-0.9997300599260229,-67.26239549215649,1.0065105726496997,15.27968253050881,-0.8023085606155643
3592,max,1.0,0.9807163046990004,473.2529810937819,0.9999788993639265,5.698486435945757,1.0739858653233016,88.32011881493767,1.8584307385381507
