instrument,datetime,open,high,low,close,volume
9958,2023-07-17,142.5202,148.909,142.5202,146.4518,15709344
9958,2023-07-18,145.4689,145.4689,136.6228,139.0801,12354795
9958,2023-07-19,141.0459,143.0117,136.1314,140.063,8250723
9958,2023-07-20,140.5544,145.4689,139.5715,144.9775,6303261
9958,2023-07-21,144.486,146.9433,142.0288,146.9433,5903311
9958,2023-07-24,147.9261,160.7038,147.4347,155.7893,19301954
9958,2023-07-25,154.315,164.6354,152.3492,161.6867,11312666
9958,2023-07-26,163.6525,167.0927,158.2466,161.1953,9997421
9958,2023-07-27,161.1953,164.144,157.2637,160.7038,6698543
9958,2023-07-28,159.2295,163.6525,157.2637,162.6696,5187342
9958,2023-07-31,166.1098,166.1098,157.2637,157.7552,6534614
9958,2023-08-01,156.2808,160.2124,148.9091,153.3321,7200465
9958,2023-08-02,151.8578,158.2466,147.4348,148.9091,8074961
9958,2023-08-04,148.4177,151.8578,146.9433,150.3834,3689107
9958,2023-08-07,150.3834,151.8578,148.4177,150.3834,2269873
9958,2023-08-08,151.3663,159.2295,151.3663,154.315,9096108
9958,2023-08-09,153.8236,155.7894,147.4348,148.9091,4359548
9958,2023-08-10,147.9262,147.9262,140.5545,142.5203,7419681
9958,2023-08-11,143.9946,145.469,138.0972,141.0459,6206986
9958,2023-08-14,139.5716,139.5716,132.6913,136.6229,7201136
9958,2023-08-15,137.6058,138.5887,135.1485,137.6058,4431628
9958,2023-08-16,137.1143,137.1143,134.1656,134.6571,3231696
9958,2023-08-17,136.1314,141.5374,134.6571,141.0459,3637932
9958,2023-08-18,141.0459,143.0117,136.1314,136.1314,3233577
9958,2023-08-21,135.64,138.5887,135.1485,136.1314,2130450
9958,2023-08-22,138.5887,139.5716,135.1485,135.64,2779636
9958,2023-08-23,135.64,141.0459,135.64,139.5716,2536180
9958,2023-08-24,140.5545,143.0117,138.5887,140.063,2634886
9958,2023-08-25,140.063,142.5203,135.1485,141.5374,3542852
9958,2023-08-28,143.0117,149.4006,141.5374,147.4348,6562708
9958,2023-08-29,147.9262,158.7381,145.9604,154.315,10004672
9958,2023-08-30,155.7894,157.7552,152.8407,154.8065,4847124
9958,2023-08-31,156.2856,159.2437,156.2856,157.7646,5241359
9958,2023-09-01,159.2437,161.7088,155.7926,156.7786,3704131
9958,2023-09-04,157.7646,160.2297,153.8205,156.7786,4076332
9958,2023-09-05,156.7786,163.6808,156.2856,162.6948,6347678
9958,2023-09-06,165.6529,171.076,163.1878,163.6808,8467529
9958,2023-09-07,162.6948,165.6529,160.7227,163.1878,3081076
9958,2023-09-08,160.7227,167.6249,160.7227,164.1738,3584807
9958,2023-09-11,166.6389,170.583,164.6668,167.6249,6036637
9958,2023-09-12,166.6389,170.09,161.7088,163.1878,6155996
9958,2023-09-13,160.2297,161.2157,155.2996,158.2577,5939868
9958,2023-09-14,158.7507,166.6389,158.7507,165.1599,4915810
9958,2023-09-15,166.6389,181.4293,166.6389,176.0062,19457423
9958,2023-09-18,175.5132,191.7826,175.5132,185.3735,17097780
9958,2023-09-19,186.3595,188.3315,179.9503,184.3874,9601665
9958,2023-09-20,183.4014,188.3315,178.9643,180.4433,6811740
9958,2023-09-21,179.9503,183.4014,177.9782,178.4712,5000474
9958,2023-09-22,176.9922,180.4433,175.0201,178.4712,2844722
9958,2023-09-25,182.4154,183.4014,171.076,175.0201,8108999
9958,2023-09-26,174.5271,181.4293,173.5411,176.4992,5061013
9958,2023-09-27,176.4992,180.9363,176.0062,180.4433,3203868
9958,2023-09-28,183.4014,184.3874,177.4852,178.4712,5088549
9958,2023-10-02,180.4433,182.9084,178.4712,179.9503,2938279
9958,2023-10-03,179.9503,179.9503,174.0341,174.0341,4108198
9958,2023-10-04,174.5271,180.9363,174.0341,179.4573,4833971
9958,2023-10-05,177.9782,179.4573,172.5551,172.5551,6029113
9958,2023-10-06,173.0481,176.0062,169.104,173.5411,4628341
9958,2023-10-11,175.5132,179.4573,169.104,169.597,4253692
9958,2023-10-12,169.597,173.5411,169.104,173.0481,2262930
9958,2023-10-13,173.5411,174.0341,168.611,169.597,2731480
9958,2023-10-16,168.611,176.0062,168.611,173.0481,5188777
9958,2023-10-17,173.0481,179.4573,172.0621,176.9922,5600404
9958,2023-10-18,178.9643,179.9503,171.076,172.5551,6746776
9958,2023-10-19,172.0621,174.0341,170.09,170.583,2845216
9958,2023-10-20,170.09,171.569,165.1599,168.1179,7722201
9958,2023-10-23,168.1179,174.5271,167.6249,170.583,3514861
9958,2023-10-24,170.583,172.0621,168.1179,169.597,2964071
9958,2023-10-25,170.583,174.5271,167.6249,167.6249,4122069
9958,2023-10-26,166.1459,169.597,159.7367,161.7088,5858804
9958,2023-10-27,163.1878,167.1319,161.2157,165.1599,3699450
9958,2023-10-30,165.6529,167.6249,163.6808,164.6668,2093356
9958,2023-10-31,166.6389,166.6389,148.3974,148.3974,9390239
9958,2023-11-01,145.4393,145.4393,133.6069,141.4952,19646946
9958,2023-11-02,139.0301,141.9882,135.086,137.551,9919025
9958,2023-11-03,139.5231,140.0161,134.0999,138.0441,8154695
9958,2023-11-06,139.5231,141.9882,137.551,139.0301,4082143
9958,2023-11-07,139.0301,139.5231,136.072,138.0441,2840204
9958,2023-11-08,140.0161,146.9183,139.5231,144.9463,8461054
9958,2023-11-09,144.9463,149.8764,142.9742,148.8904,5603898
9958,2023-11-10,149.3834,159.2437,146.9183,156.7786,15398460
9958,2023-11-13,160.7227,171.569,158.2577,163.6808,18927850
9958,2023-11-14,163.6808,167.1319,161.7088,166.6389,7980657
9958,2023-11-15,170.583,170.583,162.2018,163.1878,9235168
9958,2023-11-16,163.6808,168.611,163.1878,167.6249,5615142
9958,2023-11-17,168.1179,169.597,164.6668,166.1459,4487082
9958,2023-11-20,167.1319,168.611,162.2018,163.1878,3996621
9958,2023-11-21,164.6668,166.1459,161.2157,161.2157,2611430
9958,2023-11-22,163.1878,167.6249,162.2018,165.6529,3679159
9958,2023-11-23,167.6249,168.1179,161.7088,161.7088,2797742
9958,2023-11-24,166.6389,172.0621,164.6668,171.076,10239640
9958,2023-11-27,171.076,171.076,163.6808,164.1738,5161172
9958,2023-11-28,164.1738,166.6389,164.1738,164.1738,1876526
9958,2023-11-29,166.1459,167.6249,162.6948,163.6808,2030099
9958,2023-11-30,164.6668,166.1459,163.1878,163.6808,1889938
9958,2023-12-01,165.1599,167.6249,163.1878,164.6668,2272689
9958,2023-12-04,166.1459,170.09,164.1738,168.611,4208467
9958,2023-12-05,167.6249,179.9503,166.6389,176.4992,11250856
9958,2023-12-06,180.4433,180.9363,172.0621,177.4852,8054617
9958,2023-12-07,177.4852,183.4014,172.5551,179.4573,9966552
9958,2023-12-08,180.4433,182.4154,177.4852,179.9503,5615336
9958,2023-12-11,180.4433,180.9363,173.5411,176.4992,5627796
9958,2023-12-12,176.9922,181.9224,176.9922,178.4712,4877111
9958,2023-12-13,180.4433,182.9084,177.4852,177.4852,5062733
9958,2023-12-14,178.9643,186.3595,177.9782,183.8944,8812311
9958,2023-12-15,194.2477,195.2337,169.597,169.597,29643516
9958,2023-12-18,169.597,179.9503,168.611,178.9643,9950898
9958,2023-12-19,177.4852,180.9363,174.0341,178.9643,9083610
9958,2023-12-20,178.9643,180.9363,175.5132,175.5132,5303346
9958,2023-12-21,174.5271,174.5271,168.1179,171.076,8505219
9958,2023-12-22,171.076,174.5271,169.104,169.104,3328819
9958,2023-12-25,170.09,171.569,165.6529,165.6529,3534237
9958,2023-12-26,167.1319,170.09,164.6668,170.09,3194522
9958,2023-12-27,170.583,170.583,164.6668,165.6529,3799729
9958,2023-12-28,166.1459,171.076,166.1459,171.076,2868980
9958,2023-12-29,171.076,173.0481,169.597,172.0621,2726813
9958,2024-01-02,174.0341,177.9782,171.076,171.076,5235083
9958,2024-01-03,171.569,175.0201,169.597,175.0201,3126043
9958,2024-01-04,173.5411,177.9782,173.0481,177.4852,4318381
9958,2024-01-05,177.9782,182.4154,176.4992,180.9363,4669858
9958,2024-01-08,181.9224,182.9084,179.9503,180.9363,2360624
9958,2024-01-09,182.4154,184.3874,178.9643,183.8944,4783872
9958,2024-01-10,179.4573,186.3595,171.076,186.3595,15511128
9958,2024-01-11,186.8525,188.8246,182.9084,188.8246,6803311
9958,2024-01-12,188.8246,191.2896,185.3735,186.3595,6320402
9958,2024-01-15,187.3455,203.122,184.3874,200.6569,19120013
9958,2024-01-16,200.6569,203.122,197.2058,201.6429,8746352
9958,2024-01-17,197.6988,205.094,193.2617,202.1359,8312861
9958,2024-01-18,201.1499,202.629,192.2757,194.2477,7334877
9958,2024-01-19,196.2198,196.2198,188.3315,188.3315,6696260
9958,2024-01-22,189.3176,204.108,189.3176,202.629,7489392
9958,2024-01-23,203.122,222.3495,202.1359,217.4194,15430869
9958,2024-01-24,217.9124,219.8845,211.9962,213.4753,6107027
9958,2024-01-25,213.9683,216.9264,209.0381,213.9683,4874277
9958,2024-01-26,212.9823,221.3635,211.9962,216.4334,5648810
9958,2024-01-29,215.9404,224.8146,213.4753,221.8565,6736369
9958,2024-01-30,222.8426,226.2937,218.8984,219.3915,5110982
9958,2024-01-31,221.3635,222.3495,214.9543,215.9404,3997090
9958,2024-02-01,218.4054,219.8845,211.9962,213.9683,3576785
9958,2024-02-02,214.4613,215.9404,213.4753,213.4753,1819458
9958,2024-02-05,213.9683,218.4054,211.9962,215.9404,3077549
9958,2024-02-15,215.9404,235.6609,211.9962,231.7168,9520845
9958,2024-02-16,232.2098,248.4793,231.7168,244.5352,9256694
9958,2024-02-19,248.4793,248.4793,235.1679,237.14,5470691
9958,2024-02-20,237.14,241.5771,234.1819,234.1819,2592583
9958,2024-02-21,234.6749,237.14,231.7168,233.1959,2699834
9958,2024-02-22,236.1539,254.8885,232.7028,250.9444,8783985
9958,2024-02-23,251.9304,264.2558,248.4793,249.4653,10003245
9958,2024-02-26,249.4653,256.3675,246.5073,250.4514,4874843
9958,2024-02-27,250.9444,253.9025,242.5631,246.0142,4348374
9958,2024-02-29,248.4793,263.7628,245.5212,253.9025,8667887
9958,2024-03-01,253.9025,259.3256,248.4793,256.3675,7128231
9958,2024-03-04,255.8745,261.7907,248.4793,248.9723,5357207
9958,2024-03-05,249.4653,249.9584,241.5771,245.5212,6074866
9958,2024-03-06,245.5212,248.4793,241.5771,244.5352,3564196
9958,2024-03-07,244.5352,246.5073,228.2657,237.633,8468136
9958,2024-03-08,238.619,242.5631,228.7587,235.1679,6440831
9958,2024-03-11,229.7448,239.605,227.2797,227.2797,4524644
9958,2024-03-12,224.8146,246.5073,224.3216,245.0282,7688906
9958,2024-03-13,247.4933,254.8885,242.5631,242.5631,7516856
9958,2024-03-14,244.5352,244.5352,228.7587,228.7587,5453898
9958,2024-03-15,226.7867,231.2238,219.8845,221.8565,4030096
9958,2024-03-18,221.8565,224.3216,216.9264,220.8705,4086510
9958,2024-03-19,220.3775,220.3775,210.5172,214.4613,5553228
9958,2024-03-20,212.4892,212.4892,194.2477,204.601,15381575
9958,2024-03-21,209.0381,221.3635,206.0801,216.4334,11248940
9958,2024-03-22,216.9264,225.8006,214.4613,217.9124,10102754
9958,2024-03-25,221.3635,236.1539,218.8984,234.1819,11011408
9958,2024-03-26,234.6749,240.0981,224.3216,225.3076,13874390
9958,2024-03-27,228.7587,230.2378,218.4054,218.4054,6510923
9958,2024-03-28,220.8705,225.3076,216.9264,217.9124,4575346
9958,2024-03-29,219.8845,221.3635,215.4473,215.4473,3212717
9958,2024-04-01,216.9264,222.8426,213.9683,213.9683,4572474
9958,2024-04-02,215.4473,215.9404,209.0381,209.5312,2946439
9958,2024-04-03,210.5172,215.9404,207.0661,212.9823,4856039
9958,2024-04-08,212.9823,212.9823,207.0661,210.5172,4048100
9958,2024-04-09,211.9962,212.9823,208.5451,209.0381,2103753
9958,2024-04-10,211.0102,226.7867,207.5591,219.3915,9339440
9958,2024-04-11,220.3775,220.3775,197.6988,197.6988,14586744
9958,2024-04-12,193.7547,204.601,192.7687,203.615,7002353
9958,2024-04-15,201.6429,215.9404,201.6429,207.0661,9891317
9958,2024-04-16,207.5591,212.9823,204.108,208.5451,9381573
9958,2024-04-17,210.5172,219.8845,210.5172,213.4753,8236929
9958,2024-04-18,213.9683,216.4334,209.0381,212.4892,5152156
9958,2024-04-19,211.5032,215.4473,204.108,209.0381,7083916
9958,2024-04-22,209.5312,211.0102,194.2477,195.2337,8417495
9958,2024-04-23,198.6848,201.1499,186.8525,191.2896,5946837
9958,2024-04-24,195.7268,200.1639,194.2477,197.2058,4292596
9958,2024-04-25,196.7128,211.5032,194.7407,204.601,7967013
9958,2024-04-26,207.5591,215.4473,205.094,209.5312,6342171
9958,2024-04-29,214.9543,219.8845,212.9823,214.4613,5049102
9958,2024-04-30,216.9264,221.3635,214.9543,220.3775,4365279
9958,2024-05-02,221.8565,231.2238,221.3635,226.7867,7283171
9958,2024-05-03,227.7727,230.2378,223.3356,226.7867,4987507
9958,2024-05-06,229.2517,231.7168,220.3775,220.3775,4743180
9958,2024-05-07,222.3495,222.3495,207.0661,207.0661,6396107
9958,2024-05-08,209.0381,227.7727,208.0521,227.7727,11025590
9958,2024-05-09,227.2797,236.1539,220.3775,222.3495,13444300
9958,2024-05-10,227.2797,228.7587,211.0102,221.3635,9529642
9958,2024-05-13,226.7867,237.633,226.2937,232.7028,12639860
9958,2024-05-14,236.1539,249.9584,236.1539,245.0282,17047538
9958,2024-05-15,254.3955,266.7208,235.6609,237.14,26180205
9958,2024-05-16,242.5631,251.4374,237.633,239.605,13501423
9958,2024-05-17,239.112,252.4234,238.619,248.9723,12386531
9958,2024-05-20,248.4793,252.9164,246.5073,247.0003,7352020
9958,2024-05-21,251.4374,271.651,249.9584,271.651,21297668
9958,2024-05-22,280.0322,295.8087,277.0741,290.3855,23927851
9958,2024-05-23,287.9205,290.8786,281.0183,284.4694,11138524
9958,2024-05-24,286.9344,301.2319,282.0043,295.3157,12469365
9958,2024-05-27,298.7668,314.5433,290.8786,292.8506,13715894
9958,2024-05-28,292.8506,303.6969,289.8925,297.7808,8504324
9958,2024-05-29,297.7808,300.7388,285.9484,287.9205,9030375
9958,2024-05-30,287.9205,288.4135,280.5253,281.5113,5510697
9958,2024-05-31,283.9764,289.8925,278.0602,282.9903,9648285
9958,2024-06-03,285.9484,294.3297,282.4973,289.3995,6227083
9958,2024-06-04,295.3157,299.2598,277.5672,282.0043,11722385
9958,2024-06-05,283.9764,286.4414,280.0322,280.0322,3943394
9958,2024-06-06,282.4973,291.8646,279.0462,290.8786,5348159
9958,2024-06-07,291.3716,319.9664,290.8786,319.9664,21033072
9958,2024-06-11,327.3616,331.3057,317.5013,319.9664,15078872
9958,2024-06-12,321.4455,325.3896,312.5712,324.8966,7142908
9958,2024-06-13,330.3197,356.9425,326.3756,356.9425,17934003
9958,2024-06-14,359.9006,363.8447,349.0543,350.0403,14260831
9958,2024-06-17,351.0263,366.8028,348.0682,359.9006,9791123
9958,2024-06-18,364.8307,368.2818,348.0682,349.5473,8605838
9958,2024-06-19,348.0682,348.0682,330.3197,336.7289,11104842
9958,2024-06-20,339.194,347.0822,335.2499,346.0962,6585776
9958,2024-06-21,345.6032,352.0124,332.7848,337.2219,6825773
9958,2024-06-24,331.3057,332.2918,317.5013,324.4035,10111772
9958,2024-06-25,325.8826,331.7988,317.5013,320.9524,7282478
9958,2024-06-26,321.4455,331.3057,321.4455,324.8966,5833060
9958,2024-06-27,322.4315,329.3337,319.9664,320.4594,3860452
9958,2024-06-28,320.9524,321.9385,290.8786,297.7808,20309330
9958,2024-07-01,295.8087,296.7947,286.9344,291.8646,10213019
9958,2024-07-02,291.3716,294.3297,285.9484,287.9205,6458116
9958,2024-07-03,291.3716,298.2738,286.9344,287.4275,7662560
9958,2024-07-04,289.3995,293.8366,287.9205,289.8925,4086107
9958,2024-07-05,292.8506,300.2458,290.8786,290.8786,7835027
9958,2024-07-08,289.8925,289.8925,268.1999,271.651,15550886
9958,2024-07-09,278.0602,281.0183,272.637,276.0881,6259669
9958,2024-07-10,276.0881,287.4275,275.1021,277.5672,7594424
9958,2024-07-11,280.5253,283.4833,273.13,274.1161,5667489
9958,2024-07-12,274.6091,281.0183,270.1719,270.665,5254636
9958,2024-07-15,271.651,272.144,255.3815,261.2977,12310339
9958,2024-07-16,262.2837,262.7767,254.3955,259.8186,6468977
9958,2024-07-17,262.7767,265.7348,251.4374,251.9304,7778769
9958,2024-07-18,252.9164,256.3675,248.4793,252.4234,5949804
9958,2024-07-19,252.9164,261.2977,249.4653,250.9444,7422049
9958,2024-07-22,252.9164,255.3815,238.619,242.0701,8203063
9958,2024-07-23,246.0142,248.4793,239.605,240.5911,5374490
9958,2024-07-26,235.1679,235.1679,227.7727,227.7727,6157515
9958,2024-07-29,233.1959,233.1959,209.0381,215.4473,14165492
9958,2024-07-30,217.9124,219.3915,209.5312,216.9264,7602686
9958,2024-07-31,216.9264,223.8286,213.4753,216.4334,6222051
9958,2024-08-01,216.9264,220.8705,215.9404,217.4194,4060753
9958,2024-08-02,213.9683,219.8845,210.0242,210.5172,5069860
9958,2024-08-05,197.6988,198.6848,189.8106,189.8106,2630858
9958,2024-08-06,188.8246,188.8246,171.076,174.5271,16191843
9958,2024-08-07,177.4852,191.7826,176.0062,191.7826,6104242
9958,2024-08-08,186.3595,195.2337,182.4154,185.3735,8152462
9958,2024-08-09,191.7826,195.7268,188.8246,189.8106,6130284
9958,2024-08-12,191.2896,207.5591,189.3176,197.6988,10251550
9958,2024-08-13,201.1499,202.1359,194.7407,201.1499,5167107
9958,2024-08-14,210.0242,211.9962,199.1779,202.1359,9019523
9958,2024-08-15,205.094,208.0521,199.6709,203.122,5162002
9958,2024-08-16,206.0801,209.5312,202.1359,202.629,6436431
9958,2024-08-19,204.601,209.0381,202.629,203.122,3631067
9958,2024-08-20,205.587,217.9124,203.122,209.0381,11230516
9958,2024-08-21,208.5451,213.4753,205.094,206.0801,6727788
9958,2024-08-22,209.0,216.0,208.5,211.5,6669211
9958,2024-08-23,214.0,214.5,205.5,212.5,7583157
9958,2024-08-26,212.5,222.0,208.5,213.5,9306666
9958,2024-08-27,213.5,234.5,212.0,234.5,14899660
9958,2024-08-28,240.0,253.5,234.5,243.5,30015527
9958,2024-08-29,243.0,246.5,237.0,239.0,11530496
9958,2024-08-30,240.5,246.5,237.0,237.5,10506257
9958,2024-09-02,237.0,242.0,234.5,235.0,6068210
9958,2024-09-03,234.0,235.0,223.0,223.0,9967332
9958,2024-09-04,205.0,213.0,202.0,206.0,9211510
9958,2024-09-05,210.0,224.0,208.5,219.0,8335467
9958,2024-09-06,219.0,223.5,215.0,219.0,7448257
9958,2024-09-09,213.0,219.5,211.5,213.0,5544390
9958,2024-09-10,215.0,215.0,201.5,204.5,7043950
9958,2024-09-11,205.0,205.5,202.0,204.0,3227800
9958,2024-09-12,208.5,212.0,207.0,210.0,2784813
9958,2024-09-13,211.5,216.5,207.5,209.5,4557269
9958,2024-09-16,210.0,214.0,205.5,206.5,4375051
9958,2024-09-18,207.5,217.0,207.0,213.5,5711819
9958,2024-09-19,213.5,234.5,213.5,234.5,12039459
9958,2024-09-20,240.0,250.5,234.5,241.5,26598234
9958,2024-09-23,245.5,253.0,242.5,244.0,14460362
9958,2024-09-24,243.5,247.0,237.5,247.0,9628526
9958,2024-09-25,250.0,250.5,238.0,238.0,10003697
9958,2024-09-26,240.5,244.0,235.5,236.5,6333884
9958,2024-09-27,238.0,241.0,232.0,233.0,6398810
9958,2024-09-30,235.0,238.0,220.5,222.0,7748857
9958,2024-10-01,223.5,231.5,219.5,229.5,7802683
9958,2024-10-04,228.5,232.0,220.0,223.0,5730599
9958,2024-10-07,225.5,230.5,223.0,223.5,5472562
9958,2024-10-08,222.0,223.5,213.5,215.0,5363312
9958,2024-10-09,217.0,218.0,210.5,211.0,5125975
9958,2024-10-11,212.0,215.5,207.5,213.5,3838695
9958,2024-10-14,213.5,231.5,213.5,230.5,9937099
9958,2024-10-15,232.0,233.5,220.0,221.0,9108054
9958,2024-10-16,219.5,227.5,219.5,221.0,7180085
9958,2024-10-17,222.5,236.5,222.5,230.5,13344159
9958,2024-10-18,231.0,240.0,228.0,233.0,11867250
9958,2024-10-21,234.5,240.0,231.5,233.0,8412577
9958,2024-10-22,233.5,236.0,222.5,223.5,8257016
9958,2024-10-23,225.0,226.5,219.5,224.0,7630281
9958,2024-10-24,224.5,224.5,213.5,213.5,7839053
9958,2024-10-25,214.0,218.5,213.5,214.5,2968403
9958,2024-10-28,215.0,216.0,204.5,208.0,6201139
9958,2024-10-29,208.0,209.5,203.5,207.5,3874921
9958,2024-10-30,208.0,210.0,204.0,207.0,3642748
9958,2024-11-01,203.0,210.5,201.5,209.0,3131748
9958,2024-11-04,210.0,215.0,207.5,211.0,3116502
9958,2024-11-05,208.5,213.5,208.5,210.0,1964435
9958,2024-11-06,212.5,213.0,208.0,209.0,1949510
9958,2024-11-07,210.0,215.0,201.0,201.0,7760513
9958,2024-11-08,201.0,203.0,185.0,187.5,20199334
9958,2024-11-11,189.0,190.5,181.5,185.0,9948127
9958,2024-11-12,185.0,187.5,183.5,183.5,4349118
9958,2024-11-13,183.5,185.5,181.0,184.0,3243393
9958,2024-11-14,184.0,184.5,175.5,176.5,8307733
9958,2024-11-15,176.5,188.0,175.5,185.0,6076723
9958,2024-11-18,184.0,184.5,178.0,179.5,3561390
9958,2024-11-19,181.5,182.5,177.0,181.5,2940626
9958,2024-11-20,181.5,183.0,175.5,176.0,3623392
9958,2024-11-21,176.0,182.0,176.0,181.0,2625672
9958,2024-11-22,182.0,184.5,180.0,180.5,2093628
9958,2024-11-25,182.0,185.0,182.0,184.5,1605437
9958,2024-11-26,184.5,185.0,182.0,182.5,1297594
