stock,minmax,BOP,HT_DCPHASE,MIN,VAR,COS,TAN,PLUS_DM,SIN
6412,min,-1.0,-44.95564063248594,59.8359,0.006386738400578906,-0.9935142346581167,-16.27734935444741,2.0555479033969615,-0.9981181916165098
6412,max,1.0,309.58694174792953,66.185,2.4342756303958595,0.9991821345077393,82.9876774345101,5.3618814316838606,0.9999274068751112
