stock,minmax,BOP,HT_DCPHASE,MIN,VAR,COS,TAN,PLUS_DM,SIN
8928,min,-1.0,-42.776259105278314,30.1888,0.006893198403190581,-0.9550940815564878,-25.180869576856495,1.748054572891953,-0.9939890768708253
8928,max,1.0,305.5864317376749,36.6975,4.500760394402278,0.9996597233339802,68.38118800338177,10.594986722727747,0.9998930878484223
