stock,minmax,BOP,LINEARREG,SIN,HT_DCPERIOD,VAR,TRIX,COS,TAN
8478,min,-1.0,161.23809142857147,-0.9999943055984813,16.88440599648073,4.503107274467766,0.05126781304962691,-0.9986405943244229,-16.013455690109534
8478,max,2.0,169.11348857142826,1.9951363835378673,11.269450896117228,838.0045357192139,0.8579759636845541,1.9986171767502259,312.3321860203084
