,BOP,TSF,HT_DCPERIOD,TAN,COS,AD,SIN,TRANGE
0,0.0351555,0.07857166,-0.004048072,0.044669982,-0.03544557,-0.0010664079,-0.029635321,0.112286694
1,0.08146988,0.06324736,0.008268415,-0.03706309,0.02141873,0.0036904737,0.012231136,-0.15561219
2,0.17302471,-0.06539633,0.13006732,-0.07157005,0.0024695715,0.04867833,0.012969225,-0.37918174
3,0.043242063,-0.03902296,-0.07008433,-0.08838038,-0.061460704,-0.008180642,-0.0146381,0.02197498
4,0.034587797,-0.048227202,0.055526283,-0.034124896,0.011570569,0.033740364,0.057495564,-0.017374432
5,0.032674633,-0.049880538,0.007289921,-0.044733576,-0.028702576,-0.032257434,0.094164036,-0.21363832
6,0.042228602,-0.02492768,0.050868746,-0.0659429,-0.0056199464,0.078493275,0.049022067,-0.1089874
7,0.13573274,-0.030716276,-0.042513493,-0.04196811,0.10903135,0.00091176847,0.084426604,-0.10071903
8,0.017423136,-0.02464763,0.03131744,-0.09092375,0.021432944,0.06581767,0.014133607,-0.25696334
9,0.11044718,-0.07407338,0.07295983,-0.027986106,0.13116269,0.04899416,0.10192945,-0.24845931
10,-0.105739884,-0.01496826,-0.06298904,0.04184839,-0.018664077,-0.016484713,-0.004893816,0.22730994
11,0.010112885,0.02420025,0.012165648,0.07143237,-0.045926724,0.018937567,0.050587863,0.0018538742
12,0.14280829,-0.09687193,0.046082713,0.033521228,0.057619203,0.0688851,0.113085404,-0.17687242
13,-0.17034487,0.03812629,-0.15462746,0.08856624,-0.07228344,-0.021977328,0.00956678,0.291717
14,-0.12993637,0.087304324,-0.073491976,0.0453388,-0.017824274,-0.10656084,-0.003993267,0.36815292
15,-0.04887265,-0.01774739,0.0066350633,0.0016560478,0.08273081,0.026448477,-0.061337627,0.0914996
16,0.088924564,-0.07251248,0.02451346,0.005464283,0.033705488,0.061104387,-0.0041188984,-0.114292696
17,-0.018597497,0.03518319,0.02531371,-0.08959617,0.036975358,-0.0010907808,-0.062308557,-0.12011278
18,-0.10343859,0.07852341,-0.029131463,0.15126602,-0.15658559,0.015579688,-0.1321003,0.23342745
19,-0.03954812,0.0006677066,-0.14275372,0.095930256,-0.10536314,-0.12059315,-0.094413765,0.27340233
20,0.021332504,0.05785564,0.06828366,-0.07197463,0.064339355,0.039155245,-0.057637297,-0.090159066
21,0.016883133,0.048229847,0.06630053,-0.048274994,0.005212671,-0.04553496,0.00967748,-0.032696463
22,0.1614454,-0.11324542,0.15226859,-0.066009544,0.15095255,0.048584092,0.14101103,-0.22663115
23,0.0073395134,0.05961868,0.086220846,-0.0036887613,-0.010975762,0.08903097,0.056049857,-0.073008575
24,0.103250496,0.027160432,-0.017730659,-0.08801313,0.02513112,0.06819491,0.06622972,-0.087610416
25,-0.10738587,-0.010834746,-0.042292845,-0.054014158,-0.005476488,-0.07052023,-0.048412208,0.02330069
26,0.0062952368,0.038812052,0.02447942,-0.050350267,-0.019739537,0.058775444,-0.053149667,0.040148266
27,0.009324593,-0.059290256,0.041250005,-0.061844133,0.004255742,-0.012831679,-0.003172756,0.023443963
28,0.04320058,-0.07101102,0.0071477103,0.031193208,-0.01694684,0.04642656,-0.015570579,0.02090434
29,0.12876797,-0.042995393,-0.014288872,-0.064883925,0.0031892667,-0.020019118,0.10044909,-0.22413822
30,0.01920343,0.074356034,-0.12209228,0.11609308,0.047338884,-0.051491,-0.09962599,0.08249795
31,0.058945984,-0.009149515,-0.0026983034,-0.06731644,0.12605032,0.14313218,0.0876102,-0.3712544
32,0.0074695367,0.041969337,-0.01851421,0.06054404,-0.003929225,-0.08590127,-0.029763255,0.09168511
33,0.010749873,-0.03306345,-0.08310238,-0.018312449,0.006398521,0.0094667,-0.091231294,0.0278015
34,-0.08181255,0.05700549,0.078775994,0.049464695,-0.076553285,-0.07097065,-0.07859105,0.057495814
35,-0.0588935,0.12919728,-0.13208951,0.018867955,-0.083659746,-0.09292472,-0.093088776,0.35992923
36,-0.12136937,0.00483789,-0.07891597,0.0019867138,-0.13749486,-0.12818201,-0.11475337,0.34063995
37,-0.027104182,0.08567338,0.033117022,-0.010907599,-0.02743226,0.004546944,-0.009734622,0.050437648
38,-0.12790465,0.10173734,-0.027176963,0.050417893,0.049822096,-0.100782014,-0.016361406,0.14034493
39,-0.061447952,0.047949735,0.005721258,0.03728238,-0.11270628,-0.052493576,-0.13733843,0.3125801
40,-0.21274698,0.09426455,-0.119731985,0.08141645,-0.06379283,-0.12065883,-0.0354176,0.31368464
41,-0.0593629,0.048260514,0.04047956,0.01563391,0.04277271,0.05153109,0.027003823,0.050683398
42,0.020002978,0.031351928,0.07735926,-0.08650903,-0.031162124,0.07377795,0.09745376,-0.22728623
43,0.10653318,0.055680923,0.092643216,-0.09660844,-0.0063827066,-0.0017950761,0.07844086,-0.14403455
44,0.13788988,-0.12207074,-0.012635532,0.003933445,-0.008661745,0.14313374,0.02345754,-0.34908336
45,-0.06470493,-0.037564855,0.027709873,-0.07816978,0.022195283,0.05019238,-0.04169029,0.011788759
46,0.059314553,0.040263463,-0.060797833,-0.0040254355,-0.077086054,-0.10094946,-0.014932896,0.09815332
47,-0.06681495,0.12666716,-0.11552527,0.17057785,-0.08618377,-0.15633486,-0.015534083,0.321348
48,0.075194925,-0.032493446,-0.020070683,-0.0709836,-0.04930817,-0.06675781,-0.038129125,0.06927467
49,-0.049785968,0.11121122,-0.05079134,0.073961936,-0.14289312,-0.117283694,0.004202882,0.34085453
50,0.03494059,-0.07311854,-0.037810598,-0.084649876,0.012245583,-0.041920427,-0.04505516,-0.08485785
51,-0.1139082,-0.021246864,0.02432901,0.043526,-0.10066764,-0.06812324,-0.07837176,0.15221985
52,0.08276972,-0.03134611,0.13279232,-0.022204963,-0.0180275,0.15462473,0.09478001,-0.25167432
53,0.10326301,0.008125696,0.07935879,0.014609363,-0.009430547,-0.02498438,0.06073019,0.0067800917
54,-0.016410684,0.06940362,0.03301119,-0.026895387,0.09528349,0.012216092,0.0048325434,-0.12302056
55,-0.006486572,-0.0005683161,-0.038619753,-0.01825235,0.08946628,0.01421193,-0.04297769,-0.14947689
56,-0.060719233,0.11385469,0.029803371,0.04811747,-0.019714465,0.0059871916,-0.069591664,0.12632994
57,-0.032371342,0.050776813,-0.06207676,0.09398109,-0.07987282,-0.02339888,-0.11791336,0.18330456
58,-0.09057771,-0.02281528,0.05740819,-0.046796445,0.007132252,-0.0133595085,0.03242985,0.104196936
59,0.08695974,-0.061561793,0.024203805,-0.0693928,0.065168895,0.09476915,0.06411737,-0.12154922
60,0.05180946,0.033935294,-0.07433132,0.014440514,-0.057630178,0.0747964,-0.09201591,0.01965027
61,-0.07117766,-0.045106817,-0.05171956,-0.043742742,-0.00924555,-0.08817591,-0.082639016,0.018890005
62,0.18055062,0.020444741,0.14290142,-0.051917486,-0.0034811867,0.084570184,0.09216927,-0.13220179
63,-0.06831672,0.0010223382,0.04973315,0.06430601,-0.067992814,0.08365061,-0.06424029,0.050667036
64,-0.11665007,0.13300726,-0.12741965,0.0806088,-0.1370405,-0.15671685,-0.09643425,0.4413052
65,0.13067928,-0.021563072,0.014104594,-0.047615573,-0.020046605,0.1325844,0.05792733,-0.1395223
66,-0.057388123,-0.070756555,-0.009963742,0.07227927,0.08279228,0.016267141,0.0727654,0.009026574
67,-0.093312465,-0.041144095,0.022400187,0.041757222,-0.033805806,-0.061241794,-0.042649414,0.007358713
68,0.06798902,0.0057530184,0.010866252,-0.062241957,-0.009109698,0.020291265,-0.015562728,-0.016659053
69,-0.027433181,0.026596298,-0.10525076,0.054055274,-0.024762275,-0.03176713,-0.089362174,0.116157345
70,0.05709912,-0.022626461,0.0017037471,-0.120785564,-0.034064554,0.08580729,0.06727814,-0.05045819
71,0.008550297,-0.07245555,-0.037589196,0.03245983,-0.03416095,0.07651804,-0.082685016,-0.04135112
72,-0.059646133,-0.011416725,0.03155359,0.07028326,-0.026036493,-0.08591245,0.04748177,0.0944473
73,-0.056753233,-0.03317136,0.0016821586,0.048821583,0.01760658,-0.056212924,-0.08620944,0.10624419
74,0.069051884,-0.07826415,0.079776034,-0.006697613,0.013658929,0.072431795,0.040036514,-0.27174094
75,0.06393193,0.02676391,0.14597099,-0.09603615,0.11780689,0.05118235,0.022314744,-0.2771416
76,-0.14281574,0.13824947,0.00022144408,0.14752127,-0.14397655,-0.045973264,-0.10548924,0.23735093
77,0.18441062,-0.08330165,-0.012081437,-0.15238312,0.06737978,-0.015738245,0.023113733,-0.3544854
78,0.15566339,-0.11480826,0.05613156,-0.1855807,0.18577725,0.1661945,0.109605946,-0.47689718
79,0.0049530137,0.062879436,-0.019808874,-0.012413488,0.048317775,-0.012697978,0.03551463,0.120231
80,0.004573695,-0.06343935,-0.03264872,0.0038619747,0.0100042885,0.06277006,0.133852,-0.19156058
81,-0.10065587,0.016648853,0.015158661,0.1222913,-0.1160315,0.03675414,-0.006088477,0.1359113
82,0.05426135,0.03212957,0.075007334,-0.01210844,-0.03465059,-0.073157124,0.011908083,0.062244616
83,0.11439166,0.056077093,-0.024842044,0.011167745,0.070659,-0.032735992,-0.0028279566,-0.086923026
84,-0.0196832,-0.08670772,-0.024165522,0.024152422,0.10275347,0.036872312,-0.0421628,-0.06989824
85,-0.025644155,-0.03269278,-0.072726324,0.0859878,-0.10893461,-0.0023867274,-0.061768323,0.25426772
86,0.06314989,-0.015576183,0.02907421,-0.1780342,0.045424864,0.0715819,0.023604875,-0.28803134
87,-0.104301736,0.016128125,-0.06895281,0.08002967,-0.015777411,0.013441232,0.0038892883,0.14937995
88,0.03550682,-0.0338315,-0.010081721,-0.094939195,-0.002207736,0.02800437,-0.01026451,-0.13406725
89,-0.010342063,0.075202726,-0.003727662,0.14068803,-0.06294465,-0.10461614,0.016319815,0.14913286
90,0.005239246,0.025797343,-0.016714634,-0.10268963,0.0066793747,0.09048874,0.00010214071,-0.09159024
91,0.06308572,0.04275359,-0.055221952,0.06322531,0.04015691,-0.00952183,-0.04958726,0.017761733
92,0.03380628,0.06346456,0.03918816,0.09543178,-0.050323397,-0.0028239863,-0.006532321,0.0053324616
93,0.0627502,-0.030643167,0.029012177,-0.10473547,-0.06277558,-0.06461839,0.0024268636,-0.14258406
94,-0.07675571,0.029545303,-0.051755063,0.106142215,-0.07746582,-0.04200729,-0.10162121,0.111309536
95,0.0066877706,-0.009590112,-0.015889626,-0.07422965,-0.019762043,0.0979952,-0.021423366,-0.16632223
96,-0.08409987,0.06871118,-0.08656644,0.08731274,-0.034405384,0.023048941,-0.044192873,-0.022369983
97,0.23430009,-0.025740406,0.05677103,-0.057077724,0.13354447,0.08866068,0.11930621,-0.43947512
98,-0.08538601,-0.08230863,0.08020228,0.011637213,-0.01570524,-0.044193294,0.081424646,0.07556085
99,-0.11168379,0.034783434,-0.13626312,-0.011989644,-0.0636406,-0.065749735,-0.0056372886,0.15865484
100,-0.091788724,0.08621652,-0.09785561,0.13611099,-0.078501135,0.03138743,-0.05379117,0.21010928
101,0.12124738,-0.0034283956,0.053019118,-0.04647291,0.019205432,0.015070306,0.1275697,-0.2487522
102,0.039170917,-0.02816803,-0.022533407,-0.029868467,-0.0032410084,-0.097820394,-0.10486315,0.16396856
103,-0.053689882,0.03153142,-0.041619517,0.0136445435,0.01613762,0.04915092,-0.004737606,0.11019263
104,-0.1226559,0.023393499,-0.017554827,0.013820862,-0.102685615,-0.021456907,-0.06597414,0.19010949
105,0.08460219,0.041509006,-0.069393106,0.050849967,0.002834956,-0.03688473,-0.007887521,0.053330008
106,-0.0815934,0.07786447,-0.024126075,0.009880165,-0.055654425,0.0018683744,-0.08625035,0.17434154
107,-0.015811495,-0.04169397,-0.09143821,0.068858266,-0.07712084,0.027282866,-0.03533455,0.23284458
108,-0.05422716,-0.061046124,-0.06116255,0.11037158,0.047682896,-0.10726006,-0.03299573,0.019690726
109,-0.0041903513,0.048656717,-0.031072501,0.086503156,-0.10788952,0.024965918,-0.01212577,0.23456971
110,0.032936573,0.008587325,0.009332404,0.02762165,-0.0052932226,-0.013023046,-0.03420564,0.118226476
111,0.0832649,0.002006279,0.029079119,0.025479756,0.039678346,0.04633433,0.013908796,0.053441864
112,0.013268842,-0.03674966,-0.01726393,0.060298543,0.04711939,-0.06577095,-0.027295476,0.13930145
113,-0.06528161,-0.057476982,-0.017204724,-0.033026535,-0.05155191,0.038125046,0.04216712,-0.058750086
114,0.12012952,-0.037910067,0.13301878,-0.03173244,0.098460734,0.010397546,0.018368658,-0.27382445
115,-0.031160332,0.010722367,0.015240277,-0.041851923,-0.09485696,0.048023153,-0.06938172,0.09523649
116,-0.0072061275,0.030661024,0.045022126,0.111271866,-0.07913215,0.01607818,-0.049216777,0.20803906
117,0.31012738,-0.03658212,0.211273,-0.15265515,0.10524282,0.19208093,0.22124822,-0.5324026
118,-0.0881515,0.100386314,-0.08942371,-0.02976446,-0.08646301,0.019690597,0.018217951,0.0658551
119,0.04953361,-0.012269741,-0.025816249,0.046241328,0.09161873,0.037254646,-0.021463487,-0.059118908
120,-0.07851069,0.08855984,-0.036695074,-0.024095185,-0.056505263,-0.023152672,0.0141729275,0.09531912
