stock,minmax,BOP,TSF,HT_DCPERIOD,TAN,COS,AD,SIN,TRANGE
2014,min,-1.0,27.494130769230757,15.83039445628069,-51.60075109134103,-0.999238848004191,-262658197.85436967,-0.9967628719492521,0.311399999999999
2014,max,2.0,16.264014285714282,18.33325499414087,65.94063396876255,1.9970077669308839,272299225.5976176,1.9965751410982477,4.359200000000001
