stock,minmax,BOP,TSF,HT_DCPERIOD,TAN,COS,AD,SIN,TRANGE
2915,min,-0.9749804760940616,60.47640329670333,18.21583115380823,-184.11237833186075,-0.9994751125625245,-60013738.85822502,-0.9999852499185304,0.950800000000001
2915,max,1.8916583912100506,43.907883516483416,17.31921705148961,197.00803250466868,1.9959415468391168,78898131.62550412,1.9998529729366448,9.421199999999999
