stock,minmax,BOP,TSF,HT_DCPERIOD,TAN,COS,AD,SIN,TRANGE
2357,min,-0.9473670325031659,250.21881758241776,16.824700578678474,-56.16884813070903,-0.9999726046492742,-2503098.1671390096,-0.9998415560202973,1.9948999999999728
2357,max,1.9473670325031658,53.70569670329658,22.233957419340292,86.8274025212975,1.9990523153697126,26169112.13651748,1.999310035182016,11.57080000000002
