stock,minmax,BOP,TSF,HT_DCPERIOD,TAN,COS,AD,SIN,TRANGE
3567,min,-1.0,29.079410989010977,16.33970636684551,-11.699045677654377,-0.6647283971553585,-7748356.680811678,-0.9999999735018845,0.08549999999999969
3567,max,2.0,3.476083516483545,11.552345871158803,4355.575847870412,1.6632883225496047,1287243.2792868167,1.9979957508748432,1.6676000000000002
