stock,minmax,BOP,TSF,HT_DCPERIOD,TAN,COS,AD,SIN,TRANGE
2454,min,-1.0,637.1112098901096,16.992544174387596,-7.815672899637773,-0.9990138239123403,-57942417.44052037,-0.9995611868414054,8.612300000000005
2454,max,1.9615352495296343,303.18631318681264,12.418556572614094,41.56011201351446,1.9989037597010888,78891540.20399338,1.9717776745418178,46.976099999999974
