,BOP,TSF,HT_DCPERIOD,TAN,COS,AD,SIN,TRANGE
0,0.029921887,0.078896195,0.008239851,0.0708058,-0.021491699,0.00024732397,-0.024472719,-0.043312665
1,0.0024052695,-0.027097309,0.07197127,-0.015059936,0.08279322,0.027108436,-0.01402351,0.04501082
2,0.08523869,-0.09700417,0.013545198,-0.055715576,-0.08013782,0.015012181,-0.03551353,-0.0563833
3,0.025078898,-0.15480143,-0.14625028,-0.023195574,-0.0067279474,-0.07959544,0.0966321,-0.026874987
4,0.185948,-0.0755356,-0.056514885,0.055221036,0.0075964686,-0.06510394,0.063842095,-0.019695934
5,0.19046582,-0.180891,-0.06190516,0.034735557,-0.012005772,-0.09526315,0.096451685,-0.004081617
6,0.05883725,-0.1526718,-0.16775604,-0.10955359,-0.031738482,-0.10423359,0.076097004,0.12154776
7,0.04052508,0.07048403,0.016281798,-0.075803064,0.016554838,0.060543995,-0.039146725,-0.052124087
8,0.09798158,-0.03880695,-0.066148184,0.00664484,-0.065716,0.023719884,0.12844466,0.062871754
9,-0.07978528,0.12929963,0.14238456,0.105317935,-0.023793273,-0.018170511,0.0042426027,-0.061065927
10,0.114661574,-0.111353636,-0.0057881996,-0.102645025,-0.09940676,-0.024271978,0.027534902,0.107416235
11,0.025109526,0.026755946,0.04069667,0.038352583,-0.05801733,0.073112816,-0.02123451,-0.08651777
12,-0.08547668,0.081562996,0.07780853,0.08162186,-0.065180935,-0.062577836,-0.06462625,-0.05109224
13,0.046686348,-0.0988043,-0.09998106,0.042448997,0.0528535,-0.038807597,0.098097056,-0.0047082915
14,-0.068304,0.121741794,0.0869266,0.07590651,0.09110018,0.00979569,0.020337675,-0.07355094
15,-0.03437993,0.045361705,0.055310354,-0.01885369,0.045920663,0.023993943,-0.06617232,-0.06583473
16,-0.2171892,0.09711139,0.13519289,0.0355647,0.050687134,0.05328855,-0.08531488,-0.14642183
17,0.02482262,-0.01706652,-0.14632566,0.02656168,-0.08959284,0.061790302,0.06430657,0.030325007
18,-0.03505249,-0.007382402,-0.04730877,0.06831408,0.0009394032,0.03746713,-0.10048893,-0.045504294
19,-0.06662435,0.043270938,0.042265587,0.06776764,0.064561486,0.029911295,-0.17260145,-0.077922404
20,-0.035399415,0.034920562,-0.053956714,-0.0008220315,0.048068613,0.07031035,-0.0321057,-0.047113024
21,-0.008243874,0.10608181,0.05364163,-0.03433676,0.048374176,-0.03492594,0.008422914,0.011087051
22,0.16465624,-0.009636779,-0.021911304,0.0581458,-0.07338568,-0.1015173,0.12491726,0.07652034
23,0.089234576,0.00064738287,0.018678963,-0.058488455,0.012577807,0.021124098,0.08442364,0.050605845
24,-0.010704244,-0.08095106,-0.0027151369,0.038111746,0.025618592,-0.09226924,-0.020578276,-0.018021856
25,-0.00089579204,-0.04493682,-0.13042763,-0.059158444,0.02921974,-0.028414521,0.14103469,-0.037904803
26,0.09250828,-0.09200578,0.058306243,-0.063047074,0.047916416,-0.016682768,0.08359445,0.042050693
27,-0.029526327,0.06493452,-0.021570053,0.08536691,-0.008965284,-0.044100355,-0.13997984,-0.106993206
28,0.07037044,-0.068080425,-0.08887409,-0.07003986,0.018739581,0.06552253,0.007470366,0.021769706
29,0.030329632,-0.1039081,-0.061738443,0.061230626,-0.09374776,-0.06827652,-0.007991826,-0.010400624
30,0.038022637,-0.0013015454,0.017252965,-0.025918264,0.0639246,-0.021080874,-0.032701652,-0.026134389
31,0.086936004,-0.07280077,0.012426033,-0.015760902,0.045531224,-0.010551672,-0.008713286,0.045306347
32,-0.010643128,-0.066406325,0.08118472,-0.07363446,0.082564,0.03562758,-0.015927535,0.024271283
33,-0.12756129,0.18963665,0.12696028,-0.026237339,-0.009261922,-0.020409448,-0.07912733,-0.005432451
34,0.06684105,-0.019017022,-0.066156834,0.056120187,0.024781905,0.06932741,0.02592254,-0.02519352
35,-0.001994744,-0.018837038,0.024954317,-0.041503266,-0.05247347,0.056981843,-0.057179835,0.011842245
36,-0.025018817,0.042359676,-0.04329601,0.080246046,-0.07961007,0.03442985,0.05744924,0.029819554
37,-0.009983155,0.09034645,0.036854394,-0.019591495,0.01294326,-0.04406261,-0.054123648,-0.008272523
38,-0.11717094,0.023643795,-0.034371722,-0.06291217,-0.0018826196,-0.066847675,-0.08408043,0.018881667
39,0.13727517,-0.08830508,-0.1557731,0.015466661,-0.020844586,-0.058351908,0.103847206,0.098154984
40,-0.19360371,0.13644707,0.068889804,-0.0067433952,0.031070992,0.024213407,-0.18915445,1.2755262e-05
41,0.13929749,0.011077045,-0.08206027,0.021284485,0.009938112,-0.021073706,0.09403456,-0.0028655163
42,0.06082368,0.010518807,-0.008697978,-0.002442781,0.06937751,0.078378424,0.06718423,0.015183594
43,0.09622094,-0.03357233,-0.014664125,-0.03845549,0.009907829,0.0609105,0.08761414,-0.0188526
