,BOP,TSF,HT_DCPERIOD,TAN,COS,AD,SIN,TRANGE
0,0.03266957,-0.09548448,-0.071573935,0.016947988,0.0066538984,-0.007891127,-0.08443609,-0.024243234
1,-0.016174315,-0.09139186,-0.0051894714,0.011071646,-0.08140203,-0.017772345,0.0003194521,0.06772754
2,-0.06294619,-0.047452465,-0.05249699,0.028243117,0.053185284,-0.027092947,-0.024762271,0.023894267
3,0.023216914,0.04720434,0.0052909083,0.033501294,0.0018736443,0.07575145,0.07092572,-0.06407614
4,-0.079315804,0.022600379,0.01297187,0.07707217,0.08946889,-0.04528381,0.013281328,-0.07484159
5,0.12248362,-0.10861588,0.023604734,-0.077013336,0.04950226,0.006906079,-0.007308192,0.028755922
6,0.20168068,-0.1314403,-0.06785023,-0.10208667,-0.044609107,0.048197802,0.0556764,0.021550054
7,0.059482403,0.03232761,-0.058902692,-0.075738005,0.072005846,-0.026170779,-0.053581186,-0.049867824
8,0.01599286,0.07186583,-0.05260204,0.09635687,-0.020418232,-0.086186886,0.0023360725,-0.0059708213
9,0.016039822,0.010857426,-0.07646594,0.011298681,-0.041371923,-0.039318983,-0.07929069,-0.049067114
10,-0.008391972,0.085899755,-0.028546784,0.06360648,-0.03288003,0.08386338,0.047440603,-0.07770633
11,-0.17221928,-0.0031828533,-0.025370015,0.080899745,-0.016417217,0.07758981,0.033474278,-0.081897475
12,0.10157702,0.06475914,-0.08230594,-0.0063667223,0.04966481,-0.06121543,-0.07970981,-0.0019925584
13,-0.06782328,0.05099839,-0.07540005,0.034387875,0.008688225,-0.0008383811,-0.04339478,-0.009629112
14,-0.07009343,0.0506483,-0.019104393,0.08058576,0.0061912728,0.031342193,0.047160745,0.06500702
15,-0.028258663,0.01694496,0.04039915,0.054284997,0.08453326,0.011929309,0.0444692,0.07773285
16,-0.013140211,-0.027405605,-0.06747334,-0.021795418,-0.02734731,-0.06564265,0.02775061,0.016069727
17,-0.022817794,-0.073143385,0.07988839,0.037070602,0.08208581,-0.035018295,0.00745001,0.08661231
18,-0.012001023,0.021879692,-0.02408529,0.010966582,0.088138305,0.062031012,-0.024691815,-0.024904197
19,-0.021522032,-0.04329245,-0.053582586,-0.039889038,-0.06222551,-0.027186198,-0.079264335,0.070881896
20,0.10919749,0.05404661,0.06897585,0.049654145,-0.035433996,-0.082248524,-0.029439047,-0.08757554
21,0.04669007,0.0010807512,-0.06435707,-0.050434254,0.03521548,-0.015441007,0.07380461,0.013724626
22,-0.09860855,-0.06822303,0.023095546,0.03645286,0.016631875,0.048170075,0.023363639,-0.076101124
23,0.06254002,-0.063802496,-0.020185946,-0.09562508,-0.033473056,-0.010396179,-0.0151712755,-0.009320629
24,0.0009583128,0.1054487,-0.0015437896,-0.03932544,0.08510666,0.032017723,-0.04115483,-0.009925483
25,-0.062328912,0.11335766,-0.043102346,0.07415943,0.08715172,0.07151494,-0.030729383,0.058748383
