stock,minmax,BOP,HT_DCPERIOD,SIN,SMA,TRANGE,DX,TAN,COS
8454,min,-1.0,14.817678039943544,-0.9994907147965135,411.33305,1.8388000000000488,0.7139500068504361,-24.17878104409849,-0.9999889112298509
8454,max,1.0,39.41692682458683,0.9991458296740827,477.8634266666667,28.040200000000027,64.42721262033598,31.321210533570987,0.998202077544908
