,BOP,SIN,BETA,HT_DCPHASE,COS,ADX,TAN,DEMA
0,-0.4980656093003297,0.37168477254237686,-1.2554501502938744,0.2592037736457771,-0.7339260695120704,0.019858013971716104,-0.7032583182690293,-1.125640048540433
1,-0.023409561486596894,-0.4065582242213309,-2.0671317828093865,-0.4463195133978399,-1.4970608929980769,-1.024100618223037,-0.7894072899480719,-1.973582823160136
2,-0.0036763553508828047,0.8084025922251511,-1.8855614527087956,-1.6513352337168872,-1.2581099612741677,-0.20223184207471856,-1.1256392252359309,-1.1127158776120192
3,-0.9431353524940342,1.6445338221519947,0.8588852933498222,-1.4692493854672437,-0.30363080141964954,0.7164471889481916,-0.6217462058551557,1.9477690209324323
4,0.4762147639918801,0.6012304645904379,0.1635306747896801,1.603547577728897,0.9270496981963116,1.0172582841675755,1.2598335308771433,1.7272910870154485
5,-1.3340016836606887,1.0190707302932713,1.2253257696764652,0.30739067530522185,0.8674415794633501,0.5445302716658073,-1.1188689090227024,3.066911098630961
6,0.1055080236607812,0.00472699250984691,-1.9720852532750124,-1.2543143484071866,-0.8975269488461721,0.07033485330773981,-0.47693178721831453,-3.4597782050177126
7,1.4478731448512299,0.1526630237476737,-1.0254264278371967,-0.18753273331073606,-0.6571529536239182,-0.22296997399507856,0.20801975345087606,-2.3671461636305673
8,-0.05470386680223976,-0.1245020251539297,-0.5835966862282694,-1.6802819049855766,-1.1230268669027774,-0.9753608973257346,-0.24468077388626527,-0.7577937078343171
9,0.2752604759201328,-0.6046728340720682,-1.0438012647244148,-0.04389849855870595,-0.888260334484787,-0.6238280530750987,0.1629652865556648,-2.8114895870758287
10,0.12774550564262907,0.43504517091648265,-1.4363029666375062,-1.5636920757878447,-1.5389724334014718,0.48967539771267016,-0.2713141714380609,-3.2818473716293717
11,1.3222224200904302,0.40529175086626995,-1.3577879327531985,-1.2842050950361945,-1.2035972206227616,-0.2520461824368844,-1.2049515876771797,-1.3972388181011142
12,-0.34619416801850295,-0.4647802201308613,1.5366259213096138,0.852010909480951,0.6870545829643423,-0.3611863108789691,0.17032260899244592,3.509493708423031
13,-0.8348327793531609,0.07849563004183832,1.6158233703153246,-0.5628542423837954,0.3821418879446856,-0.3374387374017181,-0.593277653751952,2.333730348762228
14,1.8415366008916703,0.6694760814380143,-0.719270121453044,0.17017653976538494,-0.10284584912323058,1.0805288432396574,0.7980598531769707,-2.5578433728016865
15,-0.03714584507289285,-0.11790520382840085,-1.7798305768687162,-0.571863928401083,-0.7219029466397829,-0.17066695280752353,0.9637457341973056,-2.765236215761371
16,0.5339258724052789,-0.07933374771487184,-0.8412470475836517,-1.1666389691897519,0.13107442657659749,0.13989991575366806,0.2242170430100239,0.10767146530127535
17,-0.8069331754849837,-0.29583227448504124,1.1462909598781132,-1.215981905939728,-0.46760124585990775,0.25278565759851346,-0.7670182904162549,1.6399270898252913
18,-1.1201680573259696,0.30328552826119287,0.8248727460376686,1.1240720271125075,1.339113091397152,0.688399125278115,-1.0232921692235852,1.9665475657403548
19,0.12630839314409348,-0.7837080926409241,-1.3946254207690025,-0.8339263867105277,-1.3146301828516123,-0.9885460396073985,-0.698743071338796,-1.5743134751431604
20,-0.8078988710144337,-0.9856400367635554,-1.415316553930779,-1.9934412920210494,-0.7562295626035294,-0.09041182318502401,-0.5151400885212941,-2.9388029053314035
21,0.565096965992208,1.1478005334231611,1.7318715345369669,0.5270862582390794,1.1118907259386324,1.1244464033135733,0.5231798630480332,3.206971676216958
22,-0.1491813774193686,-0.18620428120897853,1.0503666573589254,1.2498920751785154,0.9185765205269454,0.22164466348436532,-1.110627197514124,1.5415321085957785
23,-0.17839427004357228,0.12329937005214597,-0.599050881470988,-1.2747445305872824,-0.4624969957148185,0.18344039456927566,-0.15214378952821628,0.6519360671526749
24,-0.7264144073810094,0.011100108935629285,-1.9139711006893472,0.40104778521659934,-0.025111506460914625,-0.405750641582701,-0.5914733493892774,-1.9293557630783258
25,-0.18233748103840255,0.13102558301762474,1.754621945023437,0.8593619603874265,1.084032576580058,0.4962333775063572,0.547538534397513,3.4297480973867547
26,0.19852725278366176,0.2757493068003864,-0.9173197577988308,-2.169221753375828,-0.9150253624275385,0.6972473611214097,0.6330100604861416,-0.8322515208447173
27,-0.681713876085599,-0.5657193177944944,-0.24486923278724057,0.3835210680599619,0.6678709301470812,-0.8825247785561452,0.45196855321449786,1.7378791098842117
28,0.9268291594461064,-0.6485684039935746,-0.9352645735065048,-0.1765241679128386,-0.9782241597224332,-0.5312515127180939,0.0860247966508301,-2.8468374113847186
29,0.29963046070339805,-0.37858767608507504,-0.8803983473354428,-0.19158594871023246,-0.4140528097638133,-0.1304236191495413,0.3751687568540827,-0.08136306812488768
30,0.793282909516539,-0.6080636865413056,2.6347575298586756,-0.3653408785566122,0.2693258042360538,0.49551411140602325,0.16210487934890255,2.1541894422049648
31,0.13577627620538152,-0.48437783904105824,-1.3550207468999986,-0.05468759514246641,-0.6526948912430284,0.1616405281463698,-0.7904176448702259,-3.083087429927974
32,-0.34646100254588147,-0.4052133903526903,1.2839081517090414,-0.6078683567216563,0.2265875851741845,-1.0166477741055844,-0.1036197848758462,1.7673029705316992
33,-0.24089814166205267,0.3786562356069911,1.430105537635721,0.0586419761088478,-0.024834139535660004,0.026548288843571913,0.45270019085344415,2.2918026842399444
34,0.9904615591517646,1.0350360392488578,-0.37052315966729066,-1.0881531653022722,-0.660621003859533,0.2456232896728299,1.1424696980709697,-1.426428884560794
35,-0.07190842309473643,-0.7360117999000407,-1.3642980681366133,-0.7262644810420513,-0.9338985358385083,-1.0699240696776466,-0.46573262617064415,-3.5035331101433798
36,-1.234548935171593,0.20072550258481897,0.9240664836480904,-0.591236975145675,0.2645369995322783,0.8706047824929888,-0.1491829021715348,2.4326624072353846
37,0.7363499608232107,0.16793961635711616,2.0990348584727663,1.331556110498165,1.1778034492028802,-0.3384195863277883,1.2988893294504587,3.1268332759655975
38,-0.16152049131697024,-0.440362675239066,1.0726640579734923,-0.985926576699397,-0.34777275284829795,0.014450290746873084,-0.24039204572280332,1.308287335950302
39,0.271010897256396,-0.9991219980539557,1.241316549475045,-1.3281434631487647,-0.9200992265102479,-1.5358629376058033,-1.3188088610468862,1.4919399762454317
40,0.5430431189967356,-0.25404101829541004,2.1849644960572316,-0.1604635770569382,0.9358044476434245,0.3169514638926418,0.2766015454989862,1.5736727070345755
41,0.054487188557820324,0.7200942275205182,-0.8060303851005497,0.2985665931063108,0.27023822674175657,0.6405458503975325,0.16736673456244044,-0.8362163312513912
42,0.10517172875507343,0.3777946145393163,-0.17145005343727476,0.40938903425172624,0.23227684484587244,0.048846512299738465,0.8767715535907937,0.659121423995803
43,-0.32941418085048646,-0.2873010293057137,2.2874293929911538,1.2425100652751382,1.6616016943883587,-0.8078096236909451,0.7638371752145838,3.5941954632924262
44,-0.9798778886555702,-1.3239608022275762,1.9059133090100662,-0.278872538831823,1.2650228101323056,-0.35898815276509793,-1.1202897625591488,3.0898893912328402
45,0.20021011719155277,0.5983306843795362,-1.0671048754826018,0.6107563920747103,0.5446398240015666,0.2676044195572119,0.202495923040561,-1.9548934445000794
46,0.05904343916014121,-0.07715384807949839,-1.2768325503382139,-0.9373677750074427,-1.530696510520954,0.5109107376632452,-0.8066514095727593,-3.7678092039603786
47,0.5361601349195219,0.2343436769110338,0.0998791902751469,-1.103229922858073,-0.8935394504589094,0.4159561105131111,-1.0791994705375698,0.9045541581036055
48,-0.3071285461525224,0.912533109616605,-1.3099294133666382,0.8817471667897988,0.8830786680079087,0.5680159413956641,-0.7385796070414029,-1.1321760719987923
