stock,minmax,BOP,LINEARREG,SAREXT,HT_DCPHASE,TRANGE,SIN,TAN,COS
6756,min,-1.0,190.63564857142862,-245.9196,-44.32790919154132,2.475699999999989,-0.9997165416394092,-142.19227855155847,-0.9989962989021339
6756,max,1.0,229.3852742857144,224.10716515984734,314.25892503051807,20.3014,0.9999752712668785,8.786280425954677,0.999607190041488
