stock,minmax,BOP,LINEARREG,SAREXT,HT_DCPHASE,TRANGE,SIN,TAN,COS
3583,min,-1.0,81.68569142857143,-263.4888,109.89672436742487,0.5799999999999983,-0.9974877912319681,-27.71108178309673,-0.9989050028174256
3583,max,1.0,246.75154285714288,213.14872004161032,252.9261450905044,38.065,0.9993495122408136,14.08113488065588,0.9999987108648577
