stock,minmax,BOP,LINEARREG,SAREXT,HT_DCPHASE,TRANGE,SIN,TAN,COS
2002,min,-1.0,25.85310285714285,-30.0143,-42.30704991813684,0.09520000000000195,-0.9972654821915188,-13.494366807672337,-0.9997993284917001
2002,max,1.0,29.53317142857144,29.12153769458031,314.9190945788074,0.6894999999999989,0.9999123848414495,75.53823569303954,0.7181481691459102
