stock,minmax,BOP,LINEARREG,SAREXT,HT_DCPHASE,TRANGE,SIN,TAN,COS
3293,min,-1.0,237.45982571428564,-327.973,-42.15759384897672,2.77109999999999,-0.99753791125873,-62.585849339992585,-0.999992899124364
3293,max,0.8571472758878784,317.7621371428571,297.7035063926102,313.8090914563881,23.092700000000036,0.9998723753519444,13.232056773383663,0.9962508373353476
