stock,minmax,BOP,LINEARREG,SAREXT,HT_DCPHASE,TRANGE,SIN,TAN,COS
6235,min,-1.0,73.45977142857143,-178.5019,-42.28317842200505,1.560600000000008,-0.9999068544667868,-121.80925059093593,-0.9932776496525137
6235,max,1.0,162.57463142857156,146.40810081554983,303.5491040269642,19.508399999999995,0.9999663032892574,34.94001821957784,0.9997983631468927
