stock,minmax,BOP,LINEARREG,SAREXT,HT_DCPHASE,TRANGE,SIN,TAN,COS
3189,min,-1.0,98.9266485714287,-120.7044,-37.59736479407434,0.9328000000000003,-0.9921169072013805,-19.967826304654896,-0.9952089096481586
3189,max,1.0,112.70667714285716,106.78979533369599,300.3948711401073,10.388500000000008,0.9987483225355799,5.848493886139703,0.9999976892282791
