stock,minmax,BOP,LINEARREG,SAREXT,HT_DCPHASE,TRANGE,SIN,TAN,COS
9911,min,-1.0,57.36722857142861,-61.6101,-39.67882316831185,0.1805000000000021,-0.987537138308563,-11.290964051020381,-0.9999544985346666
9911,max,1.0,61.12588,60.1773,310.9700491974392,2.005900000000004,0.9999980711730844,509.1406176030808,0.6622847881061331
