stock,minmax,BOP,HT_DCPHASE,MIN,VAR,COS,TAN,PLUS_DM,SIN
1477,min,-1.0,-41.467376317765456,121.9043,0.21043803208885947,-0.9977689992287166,-16.51143974209532,6.197674968166353,-0.9981710266640129
1477,max,2.0,349.7451866529583,43.566900000000004,77.84721381836061,1.9950235184527827,19.797466926237746,32.41417633650953,1.9958804239175079
