stock,minmax,BOP,HT_DCPHASE,MIN,VAR,COS,TAN,PLUS_DM,SIN
3293,min,-1.0,-42.64916547866687,292.3184,0.345242321738624,-0.9998921421058549,-47.28397785467945,13.350183912209076,-0.9997764388485614
3293,max,2.0,354.8332711449607,29.903200000000027,602.698173208104,1.9997780828240712,58.14504693514244,72.72154401422365,1.9978340352861566
