stock,minmax,BOP,HT_DCPHASE,MIN,VAR,COS,TAN,PLUS_DM,SIN
8027,min,-1.0,-41.71736988840712,56.5389,0.09769914560820325,-0.9999401633718336,-14.4187513927758,3.7978651047907923,-0.9976036435180451
8027,max,2.0,349.04332219153025,9.510599999999997,9.269552934397325,1.9998924591383211,185.3745478397082,7.465597909769999,1.9975865358348872
