stock,minmax,BOP,MINUS_DM,STDDEV,ADXR,TAN,COS,HT_DCPHASE,SIN
3131,min,-1.0,9.971685744278934,1.1667183335687563,18.603565198440066,-23.54039039566915,-0.9966626484182263,-13.910809903053064,-0.999098936529872
3131,max,2.0,28.32949337483226,35.552720999268736,36.2296147947918,36.285930402759504,1.9909908884891863,312.05643541976326,1.9867946804601444
