stock,minmax,BOP,MINUS_DM,STDDEV,ADXR,TAN,COS,HT_DCPHASE,SIN
5904,min,-1.0,16.928872747424116,2.6159212242741456,16.46554958915981,-63.506104183608194,-0.988930548524895,-40.67279715941504,-0.9998760466390343
5904,max,2.0,43.707797483817245,17.053870242127385,28.64415626323689,116.21604908712018,1.9880753153472681,355.45518241269906,1.9905736109180339
