有價證券代號及名稱,,國際證券辨識號碼(ISIN Code),發行日,CFICode,備註
T0755K,瀚亞印度策略收益債券基金,TW000T0755K5,2018/3/2,CIOIBU,
T0755L,瀚亞印度策略收益債券證券投資,TW000T0755L3,2017/9/12,CIOGBU,
T0758A,瀚亞印度政府基礎建設債券,TW000T0758A0,2018/8/1,CIOGBU,
T0758B,瀚亞印度政府基礎建設債券,TW000T0758B8,2018/8/1,CIOIBU,
T0758C,瀚亞印度政府基礎建設債券,TW000T0758C6,2018/8/1,CIOIBU,
T0758D,瀚亞印度政府基礎建設債券,TW000T0758D4,2018/8/1,CIOIBU,
T0758E,瀚亞印度政府基礎建設債券S-新台幣,TW000T0758E2,2018/2/7,CIOIBU,
T0758F,瀚亞印度政府基礎建設債券S-美元,TW000T0758F9,2018/2/7,CIOIBU,
T0758G,瀚亞印度政府基礎建設債券S-人民幣,TW000T0758G7,2018/2/7,CIOIBU,
T0759A,瀚亞多重收益優化組合基金A-新台幣,TW000T0759A8,2018/9/26,CFOGIU,
T0759B,瀚亞多重收益優化組合基金B-新台幣,TW000T0759B6,2018/9/26,CFOIIU,
T0759C,瀚亞多重收益優化組合基金A-美元,TW000T0759C4,2018/9/26,CFOGIU,
T0759D,瀚亞多重收益優化組合基金B-美元,TW000T0759D2,2018/9/26,CFOIIU,
T0759E,瀚亞多重收益優化組合基金B-人民幣,TW000T0759E0,2018/9/26,CFOIIU,
T0759F,瀚亞多重收益優化組合基金B-南非幣,TW000T0759F7,2018/9/26,CFOIIU,
T0759G,瀚亞多重收益優化組合基金B-澳幣,TW000T0759G5,2018/9/26,CFOIIU,
T0759H,瀚亞多重收益優化組合基金B-紐幣,TW000T0759H3,2018/9/26,CFOIIU,
T0759J,瀚亞多重收益優化組合基金S-新台幣,TW000T0759J9,2018/9/26,CFOIIU,
T0759K,瀚亞多重收益優化組合基金S-美元,TW000T0759K7,2018/9/26,CFOIIU,
T0759L,瀚亞多重收益優化組合基金S-人民幣,TW000T0759L5,2018/9/26,CFOIIU,
T0759M,瀚亞多重收益優化組合基金S-澳幣,TW000T0759M3,2018/9/26,CFOIIU,
T0759N,瀚亞多重收益優化組合證券投資,TW000T0759N1,2018/9/26,CFOGIU,
T0759P,瀚亞多重收益優化組合證券投資,TW000T0759P6,2018/9/26,CFOGIU,
T0759Q,瀚亞多重收益優化組合證券投資,TW000T0759Q4,2018/9/26,CFOGIU,
T0759R,瀚亞多重收益優化組合證券投資,TW000T0759R2,2018/9/26,CFOIIU,
T0759S,瀚亞多重收益優化組合證券投資,TW000T0759S0,2021/10/1,CFOGIU,
T0761A,瀚亞三至六年目標到期新興市場債券基金A-新台幣,TW000T0761A4,2019/2/11,CIOGBU,
T0761B,瀚亞三至六年目標到期新興市場債券基金A-美元,TW000T0761B2,2019/2/11,CIOGBU,
T0761C,瀚亞三至六年目標到期新興市場債券基金A-人民幣,TW000T0761C0,2019/2/11,CIOGBU,
T0761D,瀚亞三至六年目標到期新興市場債券基金A-南非幣,TW000T0761D8,2019/2/11,CIOGBU,
T0764A,瀚亞三至六年目標到期累積收益全球新興市場債券基金-新臺幣,TW000T0764A8,2019/8/21,CIOGBU,
T0764B,瀚亞三至六年目標到期累積收益全球新興市場債券基金-美元,TW000T0764B6,2019/8/21,CIOGBU,
T0764C,瀚亞三至六年目標到期累積收益全球新興市場債券基金-人民幣,TW000T0764C4,2019/8/21,CIOGBU,
T0764D,瀚亞三至六年目標到期累積收益全球新興市場債券基金-南非幣,TW000T0764D2,2019/8/21,CIOGBU,
T0765A,瀚亞三至六年目標到期分配收益全球新興市場債券基金-新臺幣,TW000T0765A5,2019/8/21,CIOIBU,
T0765B,瀚亞三至六年目標到期分配收益全球新興市場債券基金-美元,TW000T0765B3,2019/8/21,CIOIBU,
T0765C,瀚亞三至六年目標到期分配收益全球新興市場債券基金-人民幣,TW000T0765C1,2019/8/21,CIOIBU,
T0765D,瀚亞三至六年目標到期分配收益全球新興市場債券基金-南非幣,TW000T0765D9,2019/8/21,CIOIBU,
T0766A,瀚亞２０２６年目標到期新興市,TW000T0766A3,2020/2/26,CIOGBU,
T0766B,瀚亞２０２６年目標到期新興市,TW000T0766B1,2020/2/26,CIOIBU,
T0766C,瀚亞２０２６年目標到期新興市,TW000T0766C9,2020/2/26,CIOGBU,
T0766D,瀚亞２０２６年目標到期新興市,TW000T0766D7,2020/2/26,CIOIBU,
T0767Y,瀚亞２０２６收益優化傘型證券,TW000T0767Y1,2020/6/3,CIOGMU,
T0768Y,瀚亞２０２６收益優化傘型證券,TW000T0768Y9,2020/6/3,CIOGMU,
T0769A,瀚亞２０３０目標日期收益優化,TW000T0769A7,2020/7/27,CIOGLU,
T0769B,瀚亞２０３０目標日期收益優化,TW000T0769B5,2020/7/27,CIOILU,
T0769C,瀚亞２０３０目標日期收益優化,TW000T0769C3,2020/7/27,CIOGLU,
T0769D,瀚亞２０３０目標日期收益優化,TW000T0769D1,2020/7/27,CIOILU,
T0769E,瀚亞２０３０目標日期收益優化,TW000T0769E9,2020/7/27,CIOILU,
T0770A,瀚亞三至六年到期新興市場收益,TW000T0770A5,2021/2/2,CIOGLU,
T0770B,瀚亞三至六年到期新興市場收益,TW000T0770B3,2021/2/2,CIOGLU,
T0770C,瀚亞三至六年到期新興市場收益,TW000T0770C1,2021/2/2,CIOILU,
T0770D,瀚亞三至六年到期新興市場收益,TW000T0770D9,2021/2/2,CIOGLU,
T0770E,瀚亞三至六年到期新興市場收益,TW000T0770E7,2021/2/2,CIOILU,
T0770F,瀚亞三至六年到期新興市場收益,TW000T0770F4,2021/2/2,CIOGLU,
T0770G,瀚亞三至六年到期新興市場收益,TW000T0770G2,2021/2/2,CIOILU,
T0770H,瀚亞三至六年到期新興市場收益,TW000T0770H0,2021/2/2,CIOILU,
T0771A,瀚亞２０３１目標日期收益成長,TW000T0771A3,2021/2/25,CIOGBU,
T0771B,瀚亞２０３１目標日期收益成長,TW000T0771B1,2021/2/25,CIOIBU,
T0771C,瀚亞２０３１目標日期收益成長,TW000T0771C9,2021/2/25,CIOGBU,
T0771D,瀚亞２０３１目標日期收益成長,TW000T0771D7,2021/2/25,CIOIBU,
T0802B,保德信高成長證券投資信託基金,TW000T0802B4,2018/12/5,CIOGEU,
T0802Y,保德信高成長基金,TW000T0802Y6,1994/4/11,CIOGEU,
T0803Y,保德信金滿意證券投資信託基金,TW000T0803Y4,1995/5/2,CIOGEU,
T0804Y,保德信亞太基金,TW000T0804Y2,1996/1/23,CIOGEU,
T0805Y,保德信貨幣市場基金,TW000T0805Y9,1996/5/17,CIOILU,
T0806Y,保德信店頭市場基金,TW000T0806Y7,1996/9/16,CIOGEU,
T0808Y,保德信科技島基金,TW000T0808Y3,1998/8/25,CIOGEU,
T0809B,保德信大中華基金-美元級別,TW000T0809B9,2018/5/22,CIOGEU,
T0809C,保德信大中華基金-人民幣級別,TW000T0809C7,2018/5/22,CIOGEU,
T0809Y,保德信大中華基金,TW000T0809Y1,1998/12/11,CIOGEU,
T0810Y,保德信中小型股基金,TW000T0810Y9,1999/1/22,CIOGEU,
T0811Y,保德信瑞騰基金,TW000T0811Y7,1997/6/4,CIOJLU,
T0812Y,保德信新世紀基金,TW000T0812Y5,2000/3/4,CIOGEU,
T0814Y,保德信金平衡基金,TW000T0814Y1,2000/12/16,CIOJLU,
T0816B,保德信全球醫療生化基金-美元,TW000T0816B4,2014/10/16,CIOGEU,
T0816Y,保德信全球醫療生化基金,TW000T0816Y6,2002/6/20,CIOGEU,
T0817B,保德信全球中小基金-美元級別,TW000T0817B2,2018/7/9,CIOGEU,
T0817Y,保德信全球中小基金,TW000T0817Y4,2003/7/3,CIOGEU,
T0824Y,保德信新興趨勢組合基金,TW000T0824Y0,2006/10/11,CFOGIU,
T0826Y,保德信全球資源基金,TW000T0826Y5,2007/9/11,CIOGEU,
T0827Y,保德信全球基礎建設基金,TW000T0827Y3,2008/1/21,CIOGEU,
T0828Y,保德信全球消費商機基金,TW000T0828Y1,2008/6/13,CIOGEU,
T0830Y,保德信拉丁美洲基金,TW000T0830Y7,2010/4/16,CIOGEU,
T0832B,保德信中國品牌基金-美元,TW000T0832B1,2015/8/7,CIOGEU,
T0832C,保德信中國品牌基金-人民幣,TW000T0832C9,2015/8/7,CIOGEU,
T0832D,保德信中國品牌證券投資信託基,TW000T0832D7,2011/3/8,CIOGEU,
T0832E,保德信中國品牌證券投資信託基,TW000T0832E5,2011/3/8,CIOGEU,
T0832F,保德信中國品牌證券投資信託基,TW000T0832F2,2011/3/8,CIOGEU,
T0832Y,保德信中國品牌基金-新台幣,TW000T0832Y3,2011/3/8,CIOGEU,
T0835B,保德信好時債組合基金-月配息型(B),TW000T0835B4,2013/3/12,CFOIIU,
T0835Y,保德信好時債組合基金-累積型(A),TW000T0835Y6,2012/5/24,CFOGIU,
T0836B,保德信中國中小基金-美元,TW000T0836B2,2015/8/18,CIOGEU,
T0836C,保德信中國中小基金-人民幣,TW000T0836C0,2015/8/18,CIOGEU,
T0836Y,保德信中國中小基金,TW000T0836Y4,2014/10/14,CIOGEU,
T0837A,保德信多元收益組合基金-新台幣(累積型),TW000T0837A2,2016/6/27,CFOGIU,
T0837B,保德信多元收益組合基金-新台幣(月配息型),TW000T0837B0,2016/6/27,CFOIIU,
T0837C,保德信多元收益組合基金-美元(累積型),TW000T0837C8,2016/6/27,CFOGIU,
T0837D,保德信多元收益組合基金-美元(月配息型),TW000T0837D6,2016/6/27,CFOIIU,
T0839A,保德信策略成長ETF組合基金-新台幣級別,TW000T0839A8,2017/4/25,CFOGEU,
T0839B,保德信策略成長ETF組合基金-美元級別,TW000T0839B6,2017/4/25,CFOGEU,
T0841A,保德信印度機會債券基金-新臺幣累積型,TW000T0841A4,2018/10/16,CIOGBU,
T0841B,保德信印度機會債券基金-新臺幣月配息型,TW000T0841B2,2018/10/16,CIOIBU,
