,1101,1102,1210,1215,1216,1301,1303,1304,1305,1308,1319,1326,1402,1476,1477,1504,1513,1519,1532,1536,1565,1580,1589,1590,1605,1707,1712,1717,1720,1722,1736,1752,1760,1795,1909,2002,2006,2014,2027,2031,2059,2103,2105,2106,2201,2204,2207,2231,2233,2301,2303,2308,2313,2317,2327,2330,2337,2338,2345,2347,2351,2352,2354,2357,2360,2368,2376,2377,2379,2382,2383,2385,2387,2393,2395,2404,2408,2409,2412,2420,2421,2439,2449,2454,2455,2457,2458,2474,2481,2497,2504,2542,2548,2603,2606,2609,2610,2615,2618,2634,2636,2637,2640,2707,2723,2727,2729,2731,2732,2748,2753,2881,2882,2883,2884,2885,2886,2890,2891,2892,2912,3003,3005,3006,3008,3017,3022,3023,3027,3029,3034,3035,3037,3042,3044,3045,3081,3088,3105,3128,3131,3152,3189,3217,3218,3227,3260,3264,3289,3293,3324,3376,3406,3413,3416,3443,3454,3455,3479,3481,3484,3491,3504,3515,3529,3533,3551,3558,3587,3592,3594,3596,3617,3653,3661,3665,3669,3675,3680,3702,3707,3708,3711,4104,4105,4107,4114,4128,4129,4137,4147,4162,4163,4164,4438,4506,4536,4549,4551,4572,4721,4736,4739,4743,4746,4763,4768,4770,4904,4915,4919,4927,4931,4953,4958,4961,4966,4968,4971,4977,4979,5009,5215,5220,5222,5227,5269,5274,5284,5288,5289,5306,5309,5347,5371,5388,5425,5434,5439,5443,5457,5483,5607,5871,5876,5880,5903,5904,6121,6125,6138,6143,6146,6147,6176,6180,6197,6205,6206,6213,6223,6235,6239,6244,6245,6269,6271,6274,6278,6279,6284,6285,6290,6409,6412,6414,6415,6416,6443,6446,6456,6469,6470,6472,6477,6488,6491,6505,6510,6515,6523,6531,6532,6533,6561,6569,6589,6591,6612,6643,6664,6669,6670,6679,6683,6712,6715,6719,6741,6768,6781,6782,6788,6799,6803,6806,6811,6829,8016,8028,8044,8046,8049,8050,8069,8086,8091,8109,8114,8155,8210,8215,8255,8261,8279,8299,8341,8358,8422,8436,8454,8464,8478,8916,8924,8926,8938,8942,8996,9802,9904,9910,9911,9914,9921,9933,9938,9939,9941,9942,9958
2021-11-01,8569471,5023721,2064906,372086,5020098,9623983,5870087,6693046,7359895,11356900,301308,3416270,6545076,384645,1248374,1967021,6375991,887813,230922,868476,447460,91806,437697,649128,12200268,43857,968223,5087757,165470,2457430,552346,33104,442667,2162567,17386480,46542843,3281774,15918190,66766125,2674327,163148,2736765,3119551,1001647,5464040,417245,122616,920911,452762,3012199,134144926,11586092,40969757,18216191,2939627,17110357,33559433,11287783,2160647,2690086,4833875,11890018,4303816,1160036,1194162,9429696,44488779,6868170,2999833,3940805,4680703,724538,448528,3551319,500729,323610,7964030,112793892,6706689,1027726,464429,5165068,3975926,2963703,6596522,12350463,3867324,1347889,37067461,958067,5451731,3585466,191029,145532049,11913735,105899719,196651612,38488641,125870422,1061067,4981811,8798045,39711,183408,543566,385107,17452,389966,34276,75115,159556,25581088,14023450,29301122,17790152,8686616,8456500,15229134,23306369,10310589,728030,10701514,342242,31525685,506979,12710858,109659,345040,1957168,2056516,5859715,59128138,71674191,8824623,416195,1854235,1353468,1006642,7829362,224179,210261,420592,32599057,143270,178769,2012372,3295941,13275920,171843,267224,831470,467718,2442959,1051789,614274,3965670,76730,381137,83006,126058095,272315,11603542,24842996,4755038,985534,612263,1675941,303876,1394821,,104549,11892982,11129,3864417,2268221,2231010,436162,1262669,420956,2460194,80125139,2866587,15443891,57477,656966,56726,321385,9866889,72067,174363,679447,158997,26821,88713,300225,61172,80003,36996,414044,15023,50302254,362239,48468993,1508955,763556,110028,,,1986906,4665198,11625377,6285281,331315,152151,3173487,7096165,462656,2256851,1015392,180387,299762,4139116,171681,39070,4332301,9311258,538554,291853,23000,113079,297618,215989,9477279,9864233,17156632,830099,42903526,345566,1199614,874003,5267566,13943292,1150508,3857385,1497987,6593821,6692,44493,1228321,13966900,5712225,6495952,14457,5229100,1873665,752084,211719,2605370,221404,4104256,7848631,1051280,2837592,39314207,210506,2695799,11510987,1179227,7310328,1806638,1432837,6512408,1821543,169577,470365,741800,223661,846998,98154418,293772,838395,273969,134144,290992,19996904,2992258,1583610,2685068,2653442,456778,748493,10358475,118365,2604950,58064,4250,1576179,143131,9001,1198061,41100,840640,185386,344433,611523,379036,22016,,493726,125120,733459,,1504276,,17839,,,,4483276,1507715,5723008,12075827,402458,122588,31055343,4627672,507632,49479,160088,6214302,318634,41094452,11598209,26271798,22345,2012814,52014,8636972,2170481,1190467,803255,632501,145505,60207,4160926,407713,1477595,505301,1336767,360688,3326212,371164,197165,672788,253701,523289,985334,862551,658465,88912,4354249
2021-11-02,9990897,4085367,3513629,440435,5136473,12273575,8620738,8050961,15509932,14335637,244547,4442334,7969871,588826,1104790,3720914,5197020,628220,272516,1898838,365960,100078,378283,728038,14214547,33926,1080156,5097126,106706,3148654,302304,43322,420232,1213187,31586715,45392614,2309033,16527554,33328856,2967324,251065,3268208,5042853,756132,7303191,677800,181200,919070,365802,5524048,196610350,10822782,30449515,21351175,8656512,16544999,31913956,41577249,2703399,2699689,18751475,11258827,12808332,1802179,1527388,33781752,34254041,7584642,2250705,5517012,3154853,1488327,383445,5404733,441176,335506,16625354,83296958,7517574,1294982,519529,11435380,3877201,2965080,8478897,35613283,6600957,1402144,96731581,1210039,4804008,2463505,341092,182290309,11369355,117563522,322520068,39562466,207283469,2696092,5287582,7634382,23367,211644,818749,774307,14978,383096,85038,49390,89435,31733604,13301001,31125246,9654855,13385706,13559701,13265261,24725265,12340601,1101274,15413004,891479,31268231,699781,18661998,203776,485038,1528915,5649260,5000516,51962706,91361986,15786197,557734,2556019,1899175,368096,5321148,493573,253042,1459688,30455287,416995,210156,2584844,6675522,10449882,187934,388354,731923,861775,5758849,794800,272055,3261485,37510,914455,54105,72414082,400707,21362771,29579901,2609021,911009,847765,1683221,131618,3141483,,98071,8677532,32586,6981881,3578469,1867323,335119,1701306,586311,2724709,82663249,1693368,10968225,64404,562162,78416,437615,7219753,102257,390745,1529218,356941,44559,82171,260301,65352,390279,58535,463822,16158,35668410,347272,28914559,2651587,901910,43660,,,3243119,4919035,16086364,7876383,179167,185699,3871966,6679508,474259,1632768,1717034,90856,222485,4438984,105821,36000,8098916,6487091,768300,236051,17000,102259,260616,135956,12525566,53491797,22455016,351661,98975149,479111,1318598,2134687,4620761,12886660,3212853,2899420,2235593,9194848,13173,109297,966455,6874657,7937250,4656319,57257,8681435,2301356,458113,206182,1698218,261164,3764644,6126243,1715655,4200631,11600975,253971,5071910,12166381,2333223,7923699,2315231,2386007,6125744,2249285,313756,561981,779244,174687,987794,106426260,157315,2068572,926302,397752,166651,26558005,4588248,2044182,4323206,1704277,705934,369389,13063761,88078,2635528,20612,17145,901612,141112,26000,1048308,25000,759255,151619,431912,717321,340261,54000,,632321,281078,943806,,1525392,,10056,,,,4924905,990296,8177683,13370244,369611,204080,35633564,7497712,552215,41254,180789,4384687,282348,23075184,19119946,11524586,33365,1388384,54046,10603288,2735519,851886,709358,1379884,143889,76288,2175108,353595,1661778,312524,948561,1090110,8349815,495881,124056,377708,698236,820561,1274658,1073740,638175,133150,2718535
2021-11-03,6499438,3115187,1159981,233279,4716207,9018534,7781503,7179431,9941198,14784827,611336,3857922,5546514,447055,1477333,1164874,2268507,185584,172778,954203,183240,62484,268118,817691,16964334,64300,576671,1605360,631249,1949260,243449,21282,229821,825469,20218352,25151922,1863644,20288631,19902190,5695029,117173,2482121,2789986,407951,2577768,653842,147912,462728,293656,2550933,93583437,9326306,14510541,12336039,6317560,11404984,21737623,26057648,3796646,6467496,11696490,5211829,6227125,2935011,2027079,12963068,37716633,7602285,1511907,2882424,2680750,1178629,142604,1598613,334660,238594,16105614,177508631,8510462,706513,655024,3452592,19132602,3089194,6750274,7969410,2265495,1149901,71760593,2173110,2458275,1903683,157497,306737554,29396783,168912998,221310491,99591767,135706490,1895890,25487136,20153752,12256,125659,493540,259699,12357,215273,24360,17134,75249,14911092,10219417,19938090,7079777,6047525,9231573,7880483,19816431,5758717,1200448,6180893,1648128,14746660,396194,6371019,143019,186507,1793204,965049,3895173,47894537,72174925,4609193,472853,1815299,1375456,271528,5042984,1264356,141374,375456,24136470,768942,159314,1170902,10231825,11627326,91031,1560982,355638,420217,2332661,690907,333676,2671045,61486,1908657,35009,207243443,352037,6181792,7537584,2016598,518282,312217,625620,33000,1295638,,174224,5774388,39040,5357901,2485874,1350575,248465,1027548,234326,2306604,68283965,1342797,8413769,55382,304119,112139,349165,9077247,139324,110676,677119,230649,20250,101474,160023,38597,155158,37583,230153,10144,42536700,597298,24013214,9120976,911706,75168,,,2358038,3404866,8162196,6110534,243139,212371,2218576,8008039,217344,991319,408358,63626,177853,3435294,41885,35227,4843885,4310629,416868,78281,8000,162000,141028,66027,3966312,30287298,19556114,440564,54253250,274472,877522,752559,1542736,7561898,3784061,3423037,1887100,5187466,11099,41151,794428,3345742,2156710,1673859,22110,5599453,1617983,1018814,101453,1009839,188285,4789230,4021364,641690,2975336,5187425,146193,2230792,5410786,3984136,4485015,1414845,3424426,15384618,2449067,208175,889226,2268485,203737,346309,65984092,115584,1787368,873861,180646,322411,8555715,3855863,1793683,3710903,1016827,401798,208548,14937020,114115,1850565,15642,9576,801582,177615,19000,896427,55055,792342,246777,101715,2648846,751671,52000,,292342,262150,406186,,936341,,41786,,,,3487133,426256,12780012,8720253,323710,86618,13266832,4192437,277799,109236,139703,1338296,100661,11327546,9662151,8616066,4750,1898393,85411,3768379,1850564,1513025,950696,387910,225045,63313,5796523,219054,612134,396548,236868,235170,3377477,349715,160435,496132,276053,966423,621081,2035074,355296,49242,2899007
2021-11-04,7182214,2645674,1223306,301968,3928630,9188763,5755339,5447075,7385944,15634114,629547,3235818,5602999,654643,832036,1612382,2412919,198379,283318,1653022,1087484,59524,141975,379884,14180949,47200,448579,5759621,849983,2371588,188940,56400,356210,936097,10407425,44877494,2481644,17054026,21162348,4117343,132337,2784171,3590814,694947,5009095,446459,57860,345186,224525,3968834,76461160,9037097,12611543,11377672,2499210,18888245,19361604,30534774,5622860,5128250,14628933,4012142,11217623,1986124,969315,27137803,19055204,12239212,1555033,5646943,1817331,1749417,222335,1932770,1548606,545755,16769075,111472533,5701579,548701,416334,3328609,11856357,3142300,9739357,4998464,4758808,840482,63789703,4683866,2279788,2650791,235430,246842780,15783368,130037993,206681189,84727139,181763924,1902150,25517739,19177974,32738,603015,1017755,774647,8726,135335,35485,27010,98265,14876750,15719987,38204252,11137037,6758883,8159424,10538084,32780572,8173330,942623,7268936,832851,10598477,407732,5151833,162140,318656,1320198,1719658,4126087,45499109,48998741,4127992,333094,1720723,633172,462820,4713454,641304,1014098,166444,16638253,968208,155139,1794465,6390478,6997198,171180,1386955,413845,343381,2229965,1771174,166282,2273916,30115,1934901,18202,121149433,450188,6382529,8286781,1528825,676770,267487,1156842,53074,655737,,149511,31934022,41710,2311038,2013956,2295233,209502,1092044,1573990,2257244,48886048,692528,6908121,76046,254149,76732,359920,3251120,61749,246510,619699,159246,10677,164253,85211,40416,118136,86026,133832,200985,28030050,307186,15938528,4151279,613213,45902,,,2560068,2095571,15517167,16592397,1239154,123714,5329834,4459801,344857,1455365,749668,261406,291954,3327337,73421,22000,2845761,3097998,351228,180733,11000,91050,168694,80574,5132029,17896960,9383078,1941154,36455957,193970,551752,449079,4222486,3942798,2572146,3289659,1224579,5638977,12861,36357,1050779,8747939,1845938,1332806,59092,7293138,1411804,627300,154309,4770749,435461,2917827,4086444,2786261,2975232,13206767,197811,4468483,11840225,1938678,2656471,887002,4242774,11550179,3141685,185860,1169816,4390300,236086,281875,88161351,330381,2051971,219038,635184,213060,8693075,1589734,645655,2070489,1071396,286730,419742,7246145,79145,1482972,37395,2813,609459,107846,13029,355681,17000,1364252,124303,489283,4803507,708093,60686,,246132,253022,576285,,930290,,4401,,,,4117336,1484586,9097108,10367768,160418,78077,17684744,6577783,194313,17331,178824,920313,401245,9024641,8675142,21936646,22392,993864,76277,5710582,1086427,548856,535524,599732,297563,89131,1233220,277322,410350,293232,269589,321021,3872800,664372,181820,188125,314531,1164445,1580335,964656,270173,168667,1622455
2021-11-05,14223233,3749287,1109541,480462,6133625,8764724,7378035,4042106,6719631,10865416,584182,2632865,7155331,655965,990042,1685255,2171272,344678,275437,674988,460651,53217,425967,592797,11142736,51328,770327,42472325,355865,3167677,388643,65370,186070,585115,6717725,43823404,1935058,15281577,13092407,1527176,110478,8314637,4399421,1015494,3086878,1143145,95825,304878,542850,4707922,187161521,10784782,26737774,17741997,2386051,35086799,14502454,22452613,9050959,4256081,8095729,5539774,6507992,2837869,590856,12240558,43846322,11596833,2757889,6535540,1613978,1417374,285533,1753494,788758,323556,13029553,310766226,6743383,2623074,1577800,1581645,14713832,3922770,3010633,6683359,5934397,1988655,30440234,2544257,1874542,3336443,270635,190946566,8290678,88153561,123187394,48907400,109094045,1200077,17248486,8511016,106481,247986,550614,574178,22354,132846,33142,30710,132384,16014627,12766482,36142734,9341164,5503493,15555790,18434104,25529433,11514494,977340,4075833,392391,9224905,1105359,6901116,130741,322190,870562,767769,24133745,48350144,54345348,9996436,663338,2913774,499121,341451,2082375,2058705,618978,114864,18855514,777720,385519,2389693,4062847,9193914,138661,448704,284252,275982,2312664,1295598,88959,2778762,35494,1477846,33223,438227317,167261,3900397,5074928,7770300,990237,203169,2618540,72358,698273,,1817015,25138951,18200,3518563,2136438,1200881,290677,830380,2460743,1882160,45098402,954535,7521430,93860,242232,131748,1220788,2360593,144034,181987,350774,202822,33062,71216,170394,49990,66001,33326,153862,46011,19821370,224041,11742229,2426629,510305,32490,,,4460442,3127014,8268531,13445229,619046,198919,5435044,8862634,897159,889212,385372,63500,192004,3077885,115465,34000,2299765,2447919,827563,184606,20028,125790,155957,144537,18155767,15391163,7521700,2355582,22855119,230669,409924,409236,1069106,7028410,1286605,1721614,1584778,4324436,15275,52920,927836,2289456,1405260,1260286,18191,4755244,1417125,377552,233255,1226168,486982,2966068,5431306,1281401,3676431,7504942,326178,2554103,6068527,1175708,2378030,1578231,1138961,6580695,2184296,360434,1137922,3655265,322963,749548,50812829,237533,1530360,214019,488334,112991,5052562,3474611,225028,3459485,339211,114633,308539,6833439,44010,1109203,72157,4675,700343,159322,20000,1754417,23000,1038117,124411,208446,1951020,893333,35001,,704054,71000,839095,,1189992,,16723,,,,7145838,741152,7683190,9174821,463145,35882,22862998,2541812,204517,19206,98131,1057474,262936,6158305,7093999,16889488,18050,3296920,48478,8021615,692689,599189,335237,590864,170268,61232,1422025,298594,733408,290132,376686,209406,5961741,347774,137532,1229902,653479,3446283,1594742,581411,1220800,169410,1729726
2021-11-08,11878265,4736417,4641953,719808,6820451,12785472,8512157,6345853,18295205,13929576,498139,3323943,6357302,1098456,766225,1907437,4426568,456081,480464,663993,256023,62687,226643,2926583,23338680,72178,1720366,12062335,399849,17247559,1080853,39465,295511,530636,6921950,98530499,8132217,57273104,117398288,11310632,344079,5460558,5739150,973203,3432785,648343,155744,295030,378158,2858956,207964234,6807337,13904310,20910258,2827551,20886897,19900482,26647065,4949855,4849589,5576973,5386410,5428325,4144162,873542,10049830,63632591,15906905,1034362,8317334,1001769,1972567,552239,1107165,544911,386834,11598891,182910950,8772390,2285248,1124748,2163747,13594031,10948581,2688774,7257731,2597043,1786407,52997166,1035700,2843167,2679509,385276,353687168,13217203,197241511,395616714,79147995,319064171,2848250,13954596,12947685,27135,974679,929936,679009,30930,943031,35511,106776,100939,17910862,12925443,34003492,14922351,15018636,7895484,9187296,21174878,10120245,1179627,4195386,704130,11705628,702315,3876700,303551,238570,924788,725913,17071402,34086951,27862898,4229191,789065,2862699,453405,589482,3278351,3215912,461696,276478,12335591,333372,121046,898423,4672013,13573103,361506,455832,655275,281141,1260026,491137,121913,3999371,36128,1280779,35003,228287815,424783,4626028,6267424,9366868,768270,339089,1264026,80100,1498018,,504131,14555081,15100,3379055,1342877,1109168,278165,913712,2132915,2732165,34309712,1200649,28893007,139852,654664,238235,472581,2889630,103106,365624,673103,185285,29258,59561,218599,223142,213643,35974,92059,83024,15403054,329030,10886045,2880198,1227476,101125,,,4917935,2434882,10402876,8960571,122043,161766,2302922,7523335,274706,954776,208795,30231,236046,11314159,166103,30050,2780530,2453167,377631,63205,5001,56500,513135,82135,7922519,12685913,8321183,1775540,34783080,231083,624657,424725,1102621,4197677,1273152,3276987,1481658,11758325,31838,111051,1120814,1783412,1377663,1338884,82660,7307078,2205503,389341,174176,917667,281025,2593533,2082862,953049,3269030,5628674,788275,3822213,4390465,788366,2064146,1748639,1860343,6665904,1442369,190908,724361,1305410,303181,321889,57264640,222163,2998698,282931,152356,171359,3236103,2737933,263396,2424489,319320,752386,220132,5391486,119036,1220271,17651,7163,998229,1219291,13051,481141,219617,6025567,120610,318954,2084734,1278544,54024,,329768,43002,562680,,832108,,29089,,,,4447672,816753,4728244,6470204,398885,77552,15955640,2286938,185464,51175,65128,775201,208064,4852211,7956415,6251572,25140,4591563,55112,4936876,626060,1211129,373267,201262,334587,112810,852146,862419,590162,352893,1033934,720954,3319928,247382,151137,410421,1769616,635820,357867,637816,894133,82703,5975910
2021-11-09,8393162,3306633,5057958,880181,10723591,12042986,9688064,5285628,7708130,11976019,360761,4577076,9932324,1095725,544296,4521486,5749509,573796,447824,580245,455606,149349,320758,3259978,13485451,126166,2092909,30420572,432438,8321163,565659,71174,481834,725356,5849448,70663793,6506198,29615873,98162767,4087261,744729,5942642,5320237,711420,4251457,984397,483035,370486,835337,4531201,229917342,7107013,8837741,23994381,3321779,42340785,33496747,30362382,3313311,8277495,6142906,4040496,5790723,3555230,540986,21136273,59198753,14399045,2315809,6319798,1275242,2093119,385397,2590408,1399261,517335,16437468,145129138,6241780,1109230,801947,1202976,8350353,7326160,2041492,26705071,2267655,2876656,46823738,723104,2380697,2113061,560598,243325104,25446190,204506755,429905066,69416858,339930339,2666781,8885298,11006136,84340,1626431,982640,424962,21402,596486,120012,50355,115478,16178234,12543540,22564800,15162610,92062917,11973326,11453427,31347323,14343473,1749955,5224537,1226945,22726758,358029,47488063,155553,594000,1635232,462152,9506009,37764533,48392224,4689777,1738655,2865390,305444,516423,1315263,1511688,482881,132642,11211138,578551,106423,4834835,8687804,7046888,604641,1227025,564570,1014422,1472169,887618,351240,3887968,292625,731937,37796,126714707,756085,2792599,15302088,8865154,628915,1662776,627737,55375,658278,,173655,13341872,11135,2577153,1764070,1345622,233974,418921,1085691,2062788,31936363,1141242,27382778,123695,915012,140847,265634,2150084,103459,467436,560417,165782,79724,97022,154112,33065,237444,98635,268751,25127,9064850,1058583,10365270,1883999,813547,49358,,,3591174,3985251,20666940,15786969,203161,380921,4822593,16654976,1092830,746412,916336,54260,543151,6114099,88793,17100,2236621,1548944,1151636,270052,20019,70323,499696,94172,7993777,20059790,7069328,757155,25444697,268844,430566,410837,2778558,4378315,2049878,2806812,1812255,10964219,5382,38073,1059538,2230092,1494149,850268,7062,7342372,2412479,348677,101023,517563,906692,3057702,1989408,654719,3804221,10633465,399577,4397367,6923460,1636349,1743753,1000418,1309646,4427369,15681947,367171,780448,1018171,176209,121658,84840010,297051,1816074,194600,163519,104186,6686693,2143240,303710,1700180,346092,900959,299279,14615428,161504,2686186,45822,1637,771700,984809,13004,681330,111005,1698478,132142,236677,1061741,685735,22001,,454111,31007,932732,,304092,,19995,,,,5478333,826748,7048641,6396296,372574,125429,20326410,2783414,387072,59828,400976,1344263,250010,8456554,5161515,5279157,38119,3990833,89342,12636078,860802,842474,621801,556688,294704,77405,831499,1032173,390046,280557,2265702,649631,6657473,1176950,378350,790498,2808808,957711,532722,685908,490557,81251,2409452
2021-11-10,8952723,3814954,2635501,603131,4505618,10160992,8918228,19427412,19698391,36811044,490625,3187338,6586347,2619049,1709587,2385795,3001205,243620,447703,1425359,233764,66632,236692,1431196,8289755,67303,2032140,17627704,195145,6053997,1351513,42306,315897,686289,4706955,34144227,2439834,14719023,21603435,2079090,467181,6217076,4292615,536595,3433244,3943356,248610,778905,1131295,2932105,128033517,6373621,8932687,22997778,2035458,18518512,40104909,14828607,4364492,4487714,5574758,13816442,6118061,3349109,836400,15755516,37871371,26976504,2280196,13028699,662350,3215401,472369,1723905,697818,709139,16080705,123654273,8634462,608270,371461,729003,8535536,3607273,4075321,13735041,1558732,2760189,24924311,1567097,19626373,5409294,1222023,181655102,14760455,144624187,574169179,51928901,408391665,2183215,6034416,7573125,42320,576747,495353,367093,16907,854999,48442,42237,134281,16675523,8200259,24537863,34481647,16311593,22811212,13198972,14827468,9333723,1291061,2178883,560670,16000534,669198,27552498,168420,851507,1037513,345637,5894964,38995078,42275213,3018177,1220130,1972897,628167,121282,1049152,1040417,736109,404654,12985491,116308,115860,2167406,16197470,5155414,427598,511938,875287,929118,2726034,774431,82781,2477664,148878,1130188,52397,219436472,688889,6499181,6566484,9268899,648570,520591,698548,52390,1477965,,204577,8790722,7040,1418352,1653131,1747232,239546,693192,2712859,3006135,27471727,1009676,13722516,283803,484777,93414,252643,2349093,95522,432437,558010,122634,69464,88239,130583,160956,90767,48174,146697,97348,14341360,542838,10251727,1595828,980362,56171,,,4287463,2899694,22380833,24151134,177040,245105,3587827,5877885,536855,431779,375937,87603,156406,3013738,117245,69116,3963338,2676375,1232436,170567,77441,63001,586455,110694,10212106,7486196,14877180,491893,16508177,571959,668077,481939,6080014,4711199,1730278,6536426,1486229,18061672,14140,54646,1371096,1685006,4601601,611795,16234,4988593,1800336,296947,90934,555852,362576,1295139,1091050,720124,2403919,4693409,269298,2852910,13067443,1662037,2537706,2983103,846447,3046165,12623420,241185,703581,2409984,133223,177572,43827679,344253,964988,127087,110549,138261,2620407,3151584,518111,2276211,454977,363617,645202,8964029,423052,1442559,126727,5858,834768,483709,28030,382253,34000,982237,53150,164755,451367,861042,22000,,286759,109000,512208,,1355551,,34163,,,,3808875,867793,5805051,7696344,326236,59227,10933530,2771708,382315,19235,379983,803196,495285,8586895,8344351,4922962,54764,4561789,47708,6834511,3420516,580847,357278,345966,501776,150060,488282,1367876,282700,150171,1278181,462795,3927745,293525,199621,709734,1504655,779235,661714,1110222,718528,429089,2815300
2021-11-11,10677681,5936703,1305938,539966,10535597,15043985,11266865,8069886,12794062,20409234,522504,3504336,6698289,999663,1445268,1348503,5830418,416725,242439,1158304,240085,106774,250373,1817912,10494363,55503,1325787,9519636,245314,4966164,425932,82530,295782,943005,6526478,80281448,6956357,61859009,105406033,5887749,300206,7796318,5987911,1053985,6341533,1538993,174095,779801,530495,3794675,108617850,4532358,14857263,18767739,1449982,20257792,43076616,13518843,2125205,4518459,4451628,9246502,9721250,7233445,271067,10473296,31113496,10467220,1389516,3917807,1120092,1081027,617758,968397,361157,1882685,10226295,91795563,10837310,626215,297243,806552,5904599,3976455,3398392,8740066,2092188,1248006,33388339,1753684,40069645,4047434,1241006,279511663,14644261,180798159,619864827,71409279,395131049,1455698,9801576,8160448,29132,315611,1418467,632722,34823,2498764,39922,92611,168715,15654511,15342712,81592285,40635053,11848039,9170281,22560014,24381124,8627762,1072202,3031188,1150642,41302024,359662,25611106,203648,345024,1775989,538636,5622708,32213496,44492246,7856100,679259,2124768,510506,175106,1120517,621180,354681,288197,14655309,308334,445143,1107031,3768488,6339382,805145,494325,2055261,479033,1721088,2853818,57628,2986115,84757,3511771,28002,93199285,410435,3758536,6727748,10805463,669105,455718,522514,57418,731086,,110057,17746272,9569,1110773,1346968,426179,299229,5125182,1646189,2355222,39507822,868853,17317318,369186,410412,42724,794111,1319062,258438,795501,480493,261308,56249,65099,78250,31680,77330,39690,205235,116324,23844032,465290,14892724,1437051,587143,68608,,,5653838,3073712,9362646,17168735,87044,264610,2185169,6529368,688048,1112026,5385099,69285,221287,9267498,85991,26000,5437192,1842605,1398935,192371,25000,52000,193349,318815,15321193,4510458,48703581,619576,16318054,335092,939189,436645,4550567,4023719,1823643,1790745,1267271,6305749,32738,104621,309850,1752942,2415934,1274639,99148,6914363,1312688,249845,121480,3493364,302575,3638127,1908862,469218,2842019,4556258,230582,1430555,11873757,979556,24998886,2844304,1072404,11368204,5406309,323853,603883,2382305,161985,203302,64341344,340998,1445698,180510,197211,349691,8990985,1547530,420317,2397589,267134,1171520,1117273,7543847,137894,1438955,63896,3305,1234248,204534,14000,1376018,35000,652764,85389,299121,676741,818053,44087,,206074,701066,994117,,2225614,,37281,,,,3438560,564351,9144901,9978065,1004631,125417,8239668,1441260,196260,33051,195212,775249,202055,5885356,5604260,12499479,38305,1821772,66316,6558310,4654571,3553214,420756,438680,170101,75157,911378,472300,542235,178215,619892,574914,3382365,370556,284490,607944,1680681,1435382,446178,1291719,528804,245912,2148923
