,BOP,TSF,SIN,STDDEV,CORREL,TAN,COS
0,0.004794682,0.04847632,-0.071402565,0.045558337,-0.0026217839,0.04150178,-0.08452824
1,-0.05208815,-0.017700685,-0.016342951,-0.064624004,0.025091114,0.033175964,-0.018213147
2,-0.024327485,-0.040878132,0.07139842,0.02800216,-0.020482894,-0.06495441,0.010116767
3,-0.064067215,0.090287715,0.04156832,0.088019505,-0.038640343,0.0067518963,0.0691856
4,0.037658688,0.04217869,-0.046369053,-0.07292497,0.077706695,0.09912453,0.064098746
5,0.0031048907,-0.01998169,0.0914205,-0.0070786397,0.08482906,0.066478685,0.05894384
6,0.033422932,-0.07498934,-0.038769267,-0.102884546,0.07372051,0.07663387,0.048704557
7,-0.074006744,0.024033278,0.047491748,0.044874348,-0.0013279574,-0.07756144,0.06554429
8,0.050312094,-0.064176574,-0.07184343,0.027221706,-0.012220668,0.021314003,0.044776082
9,-0.0662625,-0.02362952,0.030068481,-0.10486532,-0.020446772,0.0066238316,0.07125849
10,-0.06834676,0.06913759,0.08101643,-0.058316343,-0.04087364,0.05058516,0.005671209
11,-0.049503822,-0.03142885,-0.04975998,-0.10408528,0.04601787,0.020909159,-0.052244075
12,0.041845888,-0.027366592,0.03658738,0.023727762,-0.046610568,0.056327503,0.086539574
13,-0.036368012,0.03568129,-0.04327808,-0.07610268,-0.0020445231,0.10219254,-0.057027757
14,0.019295232,0.01516418,-0.0032938088,0.03342497,0.012515403,0.07750101,0.068212815
15,0.04189858,-0.06419421,-0.081791505,0.0185252,-0.046522964,0.04081059,0.0687221
16,0.035764772,-0.037611976,0.0019843015,-6.3097425e-05,0.0023566533,0.029357653,-0.077512786
17,0.04683013,0.051873617,0.08342966,-0.020379934,0.07192146,0.025214741,0.08542404
18,0.018281104,0.0018877948,-0.008425555,0.038999803,-0.042010095,0.032037165,0.030915732
19,-0.048030376,-0.0482158,-0.03958608,-0.028947752,0.06518254,-0.053662345,-0.02897593
20,-0.05880084,-0.06751481,-0.02710984,0.0052176877,-0.03131347,-0.020780586,0.024205042
21,0.021910664,0.029286625,0.02825874,-0.074272685,-0.068437405,0.05225636,-0.059542403
22,0.06232142,0.032886475,0.03388997,-0.029801317,-0.045712583,-0.073506795,-0.032791536
23,-0.043714073,-0.059616562,0.046103656,0.06935141,0.02130072,0.028819203,0.015573231
24,0.022890938,0.054249514,-0.055377904,0.111850515,-0.07568293,0.025701407,0.03263901
25,-0.04444158,0.09118495,0.007163423,0.14654922,0.021588815,-0.05622104,-0.017877588
26,0.00857734,0.04283966,-0.020862984,-0.009649917,-0.08048045,-0.09312307,-0.0031796738
27,-0.049494073,-0.0630361,0.03817784,0.051013388,-0.037135452,-0.019521708,0.024447113
28,-0.07775051,0.07047216,-0.07917166,0.046386644,0.08565288,-0.08921068,0.06486233
29,0.03051674,0.06875668,-0.03530285,0.021108449,-0.043624684,0.06453438,-0.054540608
30,0.060947046,0.008855206,0.04845318,-0.089049794,0.057342228,0.07023824,-0.074800014
31,-0.018384596,-0.012346186,0.056338057,0.031047149,-0.07337306,-0.069194354,-0.03507876
32,-0.084858954,-0.03595351,0.023623234,0.033976886,-0.03579503,0.070262,0.071696416
33,0.034078695,-0.015484872,0.03916534,-0.12094232,-0.010811904,-0.013540135,-0.06796144
34,-0.015548753,0.011651146,0.0063148323,-0.05181976,-0.013903751,0.039228335,-0.08586305
35,-0.021095768,0.043261733,0.0043199663,0.087930754,0.07289719,-0.05233143,0.037086822
36,0.078358315,-0.049723662,-0.036467273,-0.0392034,0.0675174,0.059868034,0.081181444
37,0.070908524,0.046550408,0.026549922,-0.061692078,0.05523998,-0.0075855996,-0.06796495
38,-0.012280025,0.058271192,-0.02136643,-0.08727857,-0.017926615,0.015509776,0.016681205
39,0.031384423,-0.001905046,-0.081916176,-0.09190546,0.07128055,0.07840836,-0.08470832
40,0.016569806,0.010457586,-0.069480896,-0.019696424,-0.011183337,0.008450709,0.07449416
41,0.007914079,-0.009417172,0.01796503,0.025987009,0.0038963424,-0.0715833,-0.055900604
42,-0.040241826,-0.0040941844,0.022188598,-0.11577083,-0.06643805,0.116827644,-0.078734204
43,-0.062474005,-0.04964006,0.033728804,0.035755724,-0.06515766,-0.07213925,0.07903255
44,-0.012304658,0.009816646,0.03817702,0.025564982,-0.03118784,-0.049449485,0.040623125
45,-0.044011176,0.07810169,0.038590755,0.016662812,-0.076301,0.08221707,-0.07914353
46,0.077243,-0.06791752,0.07349733,0.065354235,0.020617556,-0.011070186,0.052516785
47,0.029339598,0.016303778,-0.006134167,-0.05367357,-0.05599907,-0.06826146,-0.0050871833
48,0.057775673,0.022975322,0.0446324,-0.031568117,-0.06923498,-0.038043413,0.00086170767
49,-0.04612103,0.05811059,0.09015521,-0.07524484,0.055462435,-0.050194196,0.08765944
50,-0.0735113,0.0048700916,-0.029056443,-0.027089091,-0.016070273,-0.07839752,0.046516564
51,0.015005994,-0.059644487,-0.003915477,0.037630286,0.017638516,-0.066775724,0.045865815
52,-0.011049423,0.08038827,0.073749095,-0.077927545,-0.0382557,0.08844991,-0.05053578
53,-0.027494906,-0.04650703,-0.07509419,-0.0138673475,0.013553257,-0.0783839,-0.084306024
54,0.07674582,-0.030884134,0.03699656,0.05034576,0.039143324,0.08106586,0.08857403
55,-0.07320597,-0.04253068,-0.056451935,-0.0021097278,0.06461489,0.07065655,0.011625334
56,0.061561454,-0.018655522,-0.0712165,0.05958992,-0.0011822346,-0.09238748,-0.028624507
57,-0.0072339647,0.061451476,0.0390879,0.07084368,0.051121023,-0.020714294,0.08072317
58,0.08204241,0.036009084,-0.018777343,-0.07135214,-0.050757628,0.08858678,-0.042583726
59,-0.043367688,0.045366373,-0.013284991,0.06848202,0.04130487,-0.021732192,-0.09062559
60,-0.07111505,-0.071305424,0.045812838,0.030301556,-0.0133421365,-0.0064848964,0.083900295
61,0.0736799,0.088695474,-0.0012800246,-0.022277234,0.053465262,0.02059578,0.01863469
62,-0.041693885,-0.007906276,-0.012560681,0.1047738,-0.043308932,-0.08757477,0.069544934
63,0.07136026,0.03807885,-0.015171124,0.076767415,0.026594143,0.058557916,-0.08391814
64,0.060931783,-0.058515605,0.069549374,0.072202206,0.047421526,-0.062320445,-0.010982684
65,-0.024378266,0.050809845,0.07173682,-0.06406586,0.08265135,-0.013525241,-0.057981648
66,-0.055215344,0.012922751,0.055094372,-0.022206653,-0.028579444,0.040767636,0.08239456
67,0.0012871472,0.036025893,-0.030813599,-0.03746926,0.051070075,-0.0046087997,0.048183315
68,-0.027095126,-0.08260835,-0.079184674,-0.033681042,0.010777872,-0.08790783,-0.024950977
69,0.06354465,-0.079679176,0.015934601,0.0074840393,0.06860574,0.0073314295,0.00037651166
70,0.035118602,0.06261153,-0.089743555,0.06709514,-0.016643006,-0.08606501,0.026232904
71,0.0021797353,-0.08332317,-0.00812123,0.0433907,0.033012252,-0.08039324,0.015880601
72,-0.0013932143,-0.013554569,-0.055863317,0.035077974,0.013044601,0.07903429,0.011001314
73,-0.0050210026,0.05359194,0.07539217,-0.08224585,-0.020381551,-0.043543782,-0.05398265
74,-0.07831966,0.017922837,-0.039290078,-0.06896926,-0.037867114,0.0056178486,-0.06121873
75,-0.036074087,-0.00026152428,-0.06792454,0.0044686194,0.021118708,0.009537304,0.01445515
76,-0.08013836,0.0600512,-0.0370781,0.0030210582,-0.054405633,0.024144964,-0.058411807
77,0.06591957,-0.08058172,-0.07737281,-0.08639217,0.066158496,-0.06245031,0.071453795
78,-0.077541664,-0.06914621,-0.027447307,-0.029718587,0.047070682,-0.0036774403,0.02749471
79,-0.01226858,0.01074335,0.047740992,0.0113071045,0.059328962,-0.06519824,0.059947107
80,-0.03541715,-0.061889943,0.018362625,-0.07330068,0.03988235,0.06257398,0.012589422
