,BOP,TSF,SIN,STDDEV,CORREL,TAN,COS
0,-1.1741721350772523,0.07776392985497368,-0.45779191046442036,-1.005144491501212,0.457663451468409,0.15540559131301898,-0.3330983900294565
1,1.0651459981825504,-1.103559157895836,1.106809305059738,0.5258312760277775,0.8291018098819153,0.7329131246708925,-1.119074634519937
2,-1.0586125888157554,0.9196720911164171,1.0447749500431789,-1.5871685659523738,-2.188221457163645,-0.20683710321413093,0.6645033959340959
3,-0.9520040077607045,0.5628789330157742,-1.7092146591214492,-0.243260466318639,-2.1060058517516307,-0.09580715735775887,-0.5531919961775906
4,-0.08526847780562034,-0.4308876365794595,2.3116720193854334,0.6057890342244963,1.234054916496797,-0.8517570650415959,0.014026276145381171
5,-0.08652072534240665,-0.84104015804244,0.11091429362288474,-1.0906590769140607,0.747593891975296,0.4192230216121027,-1.5843510176982685
6,0.4807057150247415,1.7997731752733652,3.325585370240754,-0.8275659398006624,-0.928326799781769,0.7110163609607183,0.4972709922717986
7,-0.5638425754687871,-0.5316436129314476,-0.5685143648321968,0.5977717440608707,1.5077517316564448,0.01599128787099164,-0.5005948468878646
8,-0.6107903193658705,-0.1445544157292585,0.22587924970998371,-1.015061746022143,-1.0953996331291576,-0.6722088638354048,0.6217452225519796
9,0.08587345995754125,1.9391734405044656,1.1037360183635483,1.7380986719425202,-1.4742579802000848,0.057148179619715384,1.069096357658995
10,0.33339128069098417,-2.148305797346894,-0.5469153031077605,-1.3195345209525788,0.8477963593776753,-0.5719366248332813,-1.566511867102532
11,0.29723695513281295,-0.7926463991091951,0.6457530152111726,0.1922840880761325,-0.9440392308175455,-1.018253849183717,-0.25819111357517394
12,0.22949442289992986,-1.2215035635364462,-0.5981638337102769,-0.7341592761537791,0.2978117836945318,0.5316878654244137,-1.1398206230356036
13,-0.12545630153340112,-1.354128169558684,-1.0306491617843532,-0.5953439634846489,0.6575030352092033,-0.5647696314341134,0.15773361488295587
14,0.4765123837375229,0.5112147562712666,0.9546207646926191,1.5077137622708572,-1.2545150111348486,-0.6801296328971653,-1.0385637427611574
15,-0.1369185662319175,-0.6086310714265488,-0.6506874289015976,-2.057376876592123,-1.263256305157873,-1.4614905369706757,-0.54471461354177
16,0.43141438321299547,-0.604952067435636,-0.6193243567897191,0.841152476783633,-1.0915260239248565,-0.2553195101064659,-0.25948139049146784
17,0.3729112766263457,1.157703625509465,-0.9383365103966981,1.17192112128017,1.867721694511363,-1.091864896470094,0.8603900303293884
18,0.08011787918568097,-1.7813652016131691,0.848003221686829,1.610188741682979,-1.459061035914809,-0.6974822137232051,-0.5618297958469368
19,0.7085518104098082,-0.24801517910000218,-0.6781433561889102,0.5573011224303197,-1.7991695307238347,0.6612592133191341,0.06667338153520277
20,0.7344918108017616,-0.4938569767385408,-1.414652456148687,0.5745112511215611,0.1278754753975538,-0.6754711347819531,-0.5262722741458032
21,-0.020765411326667718,0.2316694236961844,0.6407113166006775,1.8559842262446677,-1.0172040000927012,0.5928208995149747,0.7387850948776227
22,0.18159213019931225,-0.49485154427651046,1.2869869313946498,1.2378438873527218,0.03888987218435523,0.384331649448505,-1.1034334770356655
23,-0.35164717540708734,-0.3044748804351356,0.9070977107493978,0.3812135166124511,-2.1316738674059534,0.6404725389426774,-0.38168325907495343
24,-0.2258089203995072,0.23660423264859837,-1.207480374151982,-1.0796036989701756,0.7111133595230194,-0.030114779197890795,-0.49668521572193464
25,0.23180607779845105,0.28648658290943113,-0.07665143385992186,-0.327039939815374,0.9065853012371309,0.35949158546900156,-0.40440756998543226
26,0.1847187211217479,-0.46592111547714654,0.13084921783507275,0.893707630720132,1.0331813618935952,0.48762252384395516,0.46354265386719895
27,0.97293975274816,-1.0151020207700567,-0.2698206672152789,-1.5215378532214183,-2.206513179159163,0.8289725847857787,-0.6070260302291649
28,-0.39468637743800256,-1.009067552107359,0.4491943727035489,0.8175988369144849,0.2125786528586183,0.1775842241374647,-0.9925807086978934
29,-1.028019879090883,-0.22764805057814153,0.628366331960684,-0.7450695829569369,-0.018665149733202643,-0.028785347979350777,0.5323801438153823
30,0.5286232001517014,1.7630715356021764,-1.847350952179223,1.1146524110586484,1.432066411530504,0.32912439835694474,0.2819981138212234
31,0.05429430727034779,1.3043941611712273,0.05914563313158404,-1.696096094301392,0.559104710042255,0.7079181894129775,1.2443005729496825
32,0.3820202519895964,0.14774159640329426,0.010187862217540826,-1.21296304242696,1.647917421770966,1.2034680470474792,0.8463521702929422
33,0.769605857115455,1.1139329110358285,2.485414146749569,1.5866446655448498,-0.2696690759712094,1.186302848162125,2.0414626734230823
34,-0.3066369202521649,0.05997069432102296,1.0419541704465163,-0.7610669968591433,-1.4439859948299678,-0.8915225937876198,0.39459542433478095
