,BOP,TSF,SIN,STDDEV,CORREL,TAN,COS
0,0.13840322,0.033786323,-0.08529605,-0.0741942,0.03582484,0.026230486,0.06491574
1,-0.053978015,-0.032591216,0.05812987,-0.043547463,-0.072959445,0.00824477,-0.07133146
2,-0.09349073,0.00446063,0.019219846,0.079678036,-0.012815248,-0.06382149,-0.07299596
3,0.020703353,0.014785476,-0.042016,0.012245926,0.09327229,-0.0020133173,0.038559463
4,-0.0712475,-0.0075857164,-0.0042709894,-0.07876487,0.030903364,0.054224372,-0.09726142
5,-0.032739047,-0.010330444,-0.08888798,-0.050162368,-0.042630017,-0.07332308,-0.0700657
6,0.11060788,-0.02295926,-0.078695044,0.027832134,0.07158659,-0.04885003,0.0032566783
7,-0.033935957,-0.049975898,-0.044168763,0.0027089715,-0.02903544,-0.039315473,0.09467289
8,-0.05987985,0.05793988,0.03917239,-0.0658437,0.059693765,0.053026997,-0.015047727
9,0.0875421,0.07419061,-0.039974567,-0.049196407,-0.0129389865,-0.069219366,0.10018144
10,-0.039612208,-0.060651205,0.07373104,0.027954767,0.044505984,-0.06657984,-0.046324085
11,-0.05575217,-0.07130421,0.074929275,-0.07005536,-0.040831268,0.08354657,-0.028007444
12,0.08424133,0.05073481,-0.10532735,0.00578983,0.048811574,-0.05685513,0.08077969
13,-0.13836402,0.015853984,0.10821522,-0.08563598,-0.020669075,0.006329756,-0.091065794
14,0.0024099688,0.0001823228,0.01526185,-0.04766193,-0.0014389283,-0.012112889,0.04805302
15,-0.005848447,0.059606854,-0.15940028,-0.033648524,0.0878236,0.030297797,0.014588696
16,0.0432762,0.030734038,-0.03010042,0.07098104,-0.029002687,-0.04005795,-0.07431548
17,-0.01228667,-0.05142366,0.11740388,-0.056597594,-0.06441841,0.04959752,-0.015986534
18,0.002345602,-0.0054953992,-0.027421052,0.05802415,-0.010714827,0.011189723,-0.06593401
19,0.0048740646,-0.061190106,-0.06459287,-0.055358585,0.09369058,-0.057398695,0.051678244
20,0.12887824,-0.025321031,-0.09111188,-0.0706129,0.00048129362,-0.0235109,0.09526841
21,-0.069792,0.01914252,0.09383882,0.048038278,-0.03611779,0.008450992,-0.020546943
22,0.12832655,-0.031264886,-0.12927203,0.020206466,0.0693902,-0.10346245,0.024188748
23,0.030127268,-0.011316217,0.055556346,-0.06572684,-0.0063146614,0.021152096,-0.021393072
24,-0.13250315,0.0220412,0.09880167,0.047946613,-0.06610613,-0.0047412245,0.044209465
25,-0.056727756,-0.049656164,-0.050695527,-0.009753999,0.012709603,0.063741,-0.08324366
26,-0.04953637,-0.09911367,0.09694896,-0.02466849,-0.06388603,-0.020197406,0.059258837
27,-0.046475843,0.0674517,0.010525804,0.056680612,0.07143028,-0.03731861,-0.08230585
28,0.17552954,0.104641125,-0.18163499,0.046790395,0.04883939,-0.018282883,0.07083483
29,0.036354225,0.10295281,-0.118861735,0.0530205,0.10434814,-0.071486525,-0.054560613
30,-0.02398296,-0.040609982,0.015567636,-0.007235326,-0.06660091,0.033186458,-0.058976308
31,0.07326419,0.09576871,-0.07249679,0.035034258,0.049635023,-0.07544126,0.05196214
32,0.074027024,0.08710823,-0.069124974,0.027142417,0.024830956,-0.08495709,-0.07335778
33,0.073181085,0.014403999,-0.083649054,0.0199587,-0.070240065,-0.09423354,0.015398772
34,0.115279295,0.09669099,-0.053667203,0.0980554,0.05590471,-0.0885328,-0.04763915
35,0.037236765,-0.025159948,0.017303247,0.032920554,0.023598844,0.025688974,-0.018355303
36,-0.006569015,0.04094519,0.06975914,-0.022134997,-0.024661027,0.069227986,0.037470132
37,0.008769006,0.016374901,-0.002753805,-0.079262756,-0.11132892,-0.046877507,0.005031083
38,0.03706375,-0.059415,-0.11248064,-0.067701414,0.101302795,0.025259385,0.068559825
39,0.029503798,-0.058656637,-0.020591894,0.04709409,-0.064897224,0.029635847,-0.08110095
40,-0.09101577,-0.056404408,0.14606558,-0.05852506,-0.023372207,0.0037351213,-0.04732922
41,-0.09379245,-0.06861341,0.08113032,0.006115224,-0.021449432,-0.06817155,-0.062061444
42,-0.018463721,0.02790638,0.1060553,-6.0348742e-05,-0.048019633,0.09841144,0.02680574
43,0.043363884,-0.048963815,0.03286006,0.08417904,-0.0078095077,0.025640927,0.08982337
44,-0.042217508,0.08457785,-0.03591796,0.008946672,0.07854963,-0.011014451,-0.029805409
45,0.14205696,0.059616767,-0.14920218,0.007662112,-0.027282864,-0.02632481,-0.0032722317
46,0.057831243,0.009074467,0.024435079,0.026098976,0.059501886,-0.051564354,0.034478724
47,-0.15239553,0.05990374,0.19552846,-0.016433852,-0.064547725,0.028981194,-0.034121156
48,-0.17802884,0.010383375,0.18940732,-0.08629936,-0.08668,0.04540971,-0.09497291
49,-0.0044688173,-0.017128631,-0.037959747,-0.08613009,-0.020529136,-0.030489303,0.07975157
50,-0.07349484,0.013396505,0.119624786,0.049053513,-0.09623213,0.097113684,-0.094748616
51,0.10832978,0.033735473,-0.085012875,-0.0037932992,0.014279719,-0.049495272,0.03201732
52,0.094731055,0.026595019,-0.18010548,0.07945659,0.11734313,-0.08862788,-0.004106466
53,-0.095284276,0.06660453,-0.000865784,-0.0062456354,0.068374634,0.0608668,-0.06287819
54,-0.028789679,0.043602224,-0.045878675,0.05433616,0.0145375915,-0.05547353,-0.037106834
55,-0.12992421,-0.09384838,0.101211734,0.075107455,-0.017076438,0.034179114,-0.07774879
56,0.006875645,0.026766589,0.06886893,-0.04960433,0.046533037,0.079258695,-0.068523034
57,-0.03754095,-0.07629014,0.078068316,-0.04175064,-0.044287015,-0.020096531,0.08098898
58,-0.022281427,0.057462413,0.08378811,0.050674554,0.07499406,-0.01031737,-0.021110782
59,-0.14346173,0.020675596,0.08944438,0.07197874,-0.008529281,0.06636424,-0.092989795
60,-0.026422832,0.0088182315,0.13619593,-0.016309192,-0.07950055,0.043148745,0.05347298
61,0.026710304,0.01723559,-0.095217586,0.08467959,0.00053443114,-0.028485607,0.03247862
62,0.0983089,-0.034048993,-0.088839404,0.063347735,0.0071936566,-0.057797205,0.06960171
63,-0.06433719,0.028780578,0.14487903,-0.041406997,0.026076723,0.047395106,-0.03371951
64,-0.04335697,0.018483002,0.03791228,0.054225553,0.026863495,-0.028344028,0.002251682
65,-0.053637348,-0.071024954,0.083929166,-0.018565387,0.012705025,-0.03540801,-0.08630738
66,-0.0063118814,-0.0042445944,-0.005237713,0.0474828,0.049082756,-0.028858656,-0.03414602
67,-0.043228388,0.07915365,0.056583546,0.079849094,0.079471834,0.04855134,-0.0056531946
68,0.012425048,-0.06584636,0.025325656,0.033944834,0.00964272,0.014577304,-0.07109124
69,0.054121412,0.06724393,0.07072411,-0.019268405,-0.021252472,-0.049393762,-0.05700639
70,-0.065269016,0.07344526,-0.043204278,-0.006555118,-0.08980238,0.10486539,-0.03809816
71,0.17178893,-0.07033463,-0.2142152,-0.0154731935,-0.025016809,-0.014964351,0.0056897546
72,-0.007894644,-0.018559482,0.044322394,0.016259465,-0.024849834,-0.08016945,0.03740385
73,0.050662544,-0.05577258,-0.15667541,-0.0097375065,-0.04686494,-0.06016378,0.07896884
74,0.03455555,0.046635102,0.043912932,-0.07543467,-0.07209282,0.023693753,0.061402973
75,-0.110496245,-0.077328,-0.04779416,0.08253186,0.06393843,0.07659095,0.015772255
76,-0.09928034,-0.06300822,0.187681,0.026498538,-0.029548258,0.009524124,-0.069969736
77,-0.0578896,0.0039329748,-0.011884806,-0.081279315,0.08683942,-0.09292849,0.08012076
78,0.034453493,0.0786372,-0.052756622,-0.033290666,0.07640566,0.08153401,-0.009815973
79,-0.060616672,0.08703526,-0.05954582,-0.018352969,0.020794196,-0.070417024,-0.0758763
80,0.07002239,0.058856744,-0.1151854,0.062372725,0.003847955,-0.08487469,0.079782605
81,0.015206457,-0.056166325,0.061843682,-0.009085123,0.0587755,0.075292625,-0.059691068
82,0.03912938,-0.009986913,-0.041293006,0.061752375,0.05851467,-0.048848484,0.0009773804
