stock,minmax,BOP,SIN,BETA,HT_DCPHASE,COS,ADX,TAN,DEMA
9933,min,-1.0,-0.9999858814294444,-5.190373482793486,-39.73813150508158,-0.9997643429477863,9.771312769669649,-188.18501550761812,44.577230834396666
9933,max,0.9411260709914345,0.99997883265424,2.057267742049164,312.21111910015156,0.9999923264399463,42.52677679301369,34.49834378923553,53.34485549898452
