stock,minmax,BOP,TSF,SIN,STDDEV,CORREL,TAN,COS
6788,min,-1.0,63.332575824175876,-0.9999829519058858,0.4352225012382052,0.8824628034404606,-82.62675659851541,-0.9991390669086739
6788,max,2.0,63.6892483516483,1.9997888083674598,11.514246344261966,0.11107351052978509,253.88107518442857,1.9980757101235007
