stock,minmax,BOP,TSF,SIN,STDDEV,CORREL,TAN,COS
2313,min,-1.0,38.996332967032956,-0.9997753058721393,0.1440952684755497,0.8782911739922076,-62.86198829805215,-0.9999114206469308
2313,max,2.0,7.999451648351631,1.9996487998033792,1.1681077264910282,0.10881599119037677,103.01300215121177,1.9978189214308129
